OBJECTID,pnd_id,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,reg_entiteit,reg_aard,reg_opnamedatum,reg_status,SHAPE_Length,SHAPE_Area
74843,22620,DUINSTRAAT,10,12,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2014/10/23 00:00:00+00,opname,37.42607354086,77.245516313054
74844,28585,DUINSTRAAT,10,12,,A,Antwerpen,2060,woning 1,woning,2018/04/20 00:00:00+00,opname,37.42607354086,77.245516313054
74845,30597,GASSTRAAT,104,,,A,Antwerpen,2060,3de verdieping midden,woning,2019/06/28 00:00:00+00,opname,106.439989150763,605.404108539552
74846,33965,GASSTRAAT,104,,,A,Antwerpen,2060,1ste verdieping links,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552
74847,33966,GASSTRAAT,104,,,A,Antwerpen,2060,1ste verdieping midden,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552
74848,33967,GASSTRAAT,104,,,A,Antwerpen,2060,1ste verdieping rechts,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552
74849,33968,GASSTRAAT,104,,,A,Antwerpen,2060,2de verdieping links,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552
74850,33969,GASSTRAAT,104,,,A,Antwerpen,2060,2de verdieping midden,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552
74851,33972,GASSTRAAT,104,,,A,Antwerpen,2060,3de verdieping rechts,woning,2021/11/23 00:00:00+00,opname,106.439989150763,605.404108539552
74852,39122,ELSENSTRAAT,13,,,M,Merksem,2170,volledig pand,woning,2024/05/21 00:00:00+00,opname,54.9049576506349,130.993772381139
74853,31472,LAARBEKESTRAAT,17,,,M,Merksem,2170,1ste verdiep rechts,woning,2020/01/13 00:00:00+00,opname,79.3023402617529,337.252498040939
74854,35300,BREYDELSTRAAT,10,,,A,Antwerpen,2018,volledig pand,woning,2022/05/18 00:00:00+00,opname,39.9782607911512,75.5532128415018
74855,40805,BEATRIJSLAAN,3,,,A,Antwerpen,2050,1ste verdieping,woning,2025/01/09 00:00:00+00,opname,100.255234472088,628.159321173906
74856,46845,VISÉSTRAAT,50,1,,A,Antwerpen,2060,gelijkvloers,woning,2025/07/22 00:00:00+00,opname,53.6091778344925,110.29834531646
74857,46846,VISÉSTRAAT,50,101,,A,Antwerpen,2060,1ste verdieping,woning,2025/07/22 00:00:00+00,opname,53.6091778344925,110.29834531646
74858,49679,LIMBURGSTRAAT,50,,,A,Antwerpen,2020,volledig pand,woning,2025/10/20 00:00:00+00,opname,49.4287194746349,115.977636801984
74859,36600,JAN MOORKENSSTRAAT,6,,,R,Berchem,2600,volledig pand,woning,2023/07/13 00:00:00+00,opname,94.6200486315811,239.024136780046
74860,36907,TRAPSTRAAT,42,,,A,Antwerpen,2060,gelijkvloers,woning,2023/10/03 00:00:00+00,aanvraagschrapping,34.892017984955,62.677346592199
74861,36908,TRAPSTRAAT,42,,,A,Antwerpen,2060,1ste verdieping,woning,2023/10/03 00:00:00+00,aanvraagschrapping,34.892017984955,62.677346592199
74862,36909,TRAPSTRAAT,42,,,A,Antwerpen,2060,2de verdieping,woning,2023/10/03 00:00:00+00,opname,34.892017984955,62.677346592199
74863,36910,TRAPSTRAAT,42,,,A,Antwerpen,2060,3de verdieping,woning,2023/10/03 00:00:00+00,aanvraagschrapping,34.892017984955,62.677346592199
74864,36012,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,gelijkvloers,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434
74865,36013,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,1ste verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434
74866,36014,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,2de verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434
74867,36015,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,3de verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434
74868,36016,SNEEUWBESLAAN,7,,,W,Wilrijk,2610,4de verdieping,woning,2022/11/24 00:00:00+00,opname,76.4589247047794,271.136099947434
74869,22061,PIERENBERGSTRAAT,17,,,A,Antwerpen,2020,Handelsgelijkvloers,gebouw,2014/06/23 00:00:00+00,opname,51.7199502370076,101.621978638302
74870,23320,BEEKSTRAAT,24,,,T,Borgerhout,2140,nvt,woning,2015/06/12 00:00:00+00,opname,45.2671999284013,81.8823407488766
74871,35805,LANGE BEELDEKENSSTRAAT,164,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/09/13 00:00:00+00,opname,43.5153911801714,65.0258766286701
74872,31721,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578
74873,31722,LEYSSTRAAT,20,26,,A,Antwerpen,2000,2de verdiep (2.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578
74874,31723,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.1),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578
74875,31724,LEYSSTRAAT,20,26,,A,Antwerpen,2000,3de verdiep (3.2),woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578
74876,31725,LEYSSTRAAT,20,26,,A,Antwerpen,2000,4de verdiep,woning,2020/02/19 00:00:00+00,opname,96.3719889714651,553.940909664578
74877,21850,LANGE NOORDSTRAAT,33,,,A,Antwerpen,2000,nvt,gebouw,2014/05/22 00:00:00+00,opname,46.6658478342125,114.376648316576
74878,34770,TERLOSTRAAT,8,,,T,Borgerhout,2140,volledig pand,woning,2022/02/02 00:00:00+00,opname,60.5267235811856,126.301496870102
74879,48232,SCHUTTERSHOFSTRAAT,36,,,A,Antwerpen,2000,volledig pand,gebouw,2025/09/09 00:00:00+00,opname,33.0257332197565,53.6984594729225
74880,15666,STATIESTRAAT,33,,,A,Antwerpen,2018,nvt,gebouw,2010/01/01 00:00:00+00,opname,38.1468428011435,56.3071223795544
74881,38656,FERDINAND VERBIESTSTRAAT,77,,,E,Ekeren,2180,gelijkvloers,gebouw,2024/04/12 00:00:00+00,opname,278.061230352761,4291.01805775352
74882,35919,SINT-BARTHOLOMEUSSTRAAT,7,,,M,Merksem,2170,gelijkvloers,gebouw,2022/10/18 00:00:00+00,opname,66.3204475765843,165.900104081544
74883,32362,VAN EYCKLEI,27,,,A,Antwerpen,2018,huis,woning,2020/07/28 00:00:00+00,opname,93.2223985989662,292.12642480881
74884,38414,BOSSTRAAT,19,,,Z,Bezali,2040,Huis,woning,2025/01/16 00:00:00+00,opname,39.4655996283726,84.9122954616187
74885,21747,GROTE MARKT,31,,,A,Antwerpen,2000,Verdieping 1,woning,2014/04/24 00:00:00+00,opname,77.3713058615615,236.758205358387
74886,21748,GROTE MARKT,31,,,A,Antwerpen,2000,Verdieping 2,woning,2014/04/24 00:00:00+00,opname,77.3713058615615,236.758205358387
74887,21749,GROTE MARKT,31,,,A,Antwerpen,2000,Verdieping 3,woning,2014/04/24 00:00:00+00,opname,77.3713058615615,236.758205358387
74888,43383,GROTE MARKT,31,,,A,Antwerpen,2000,gelijkvloers,gebouw,2025/06/13 00:00:00+00,opname,77.3713058615615,236.758205358387
74889,46352,BREDABAAN,138,,,M,Merksem,2170,Volledig pand,woning,2025/10/29 00:00:00+00,opname,77.9798594449895,177.460955626895
74890,43408,BOLWERKSTRAAT,3,,,A,Antwerpen,2018,volledig pand,woning,2025/04/16 00:00:00+00,opname,36.5833846918852,72.3489638419581
74891,35966,PAARDENMARKT,51,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/11/16 00:00:00+00,opname,50.7537200039378,125.193055421253
74892,52728,VALKENPUTSTRAAT,80,,,R,Berchem,2600,volledig pand,woning,2026/02/09 00:00:00+00,kennisgeving,82.3817275327647,209.001784838851
74893,36786,SIMONSSTRAAT,14,,,A,Antwerpen,2018,gelijkvloers,gebouw,2023/09/11 00:00:00+00,opname,74.2366346540339,186.037864516298
74894,42019,BOERHAAVESTRAAT,69,,,A,Antwerpen,2060,Huis,woning,2025/03/12 00:00:00+00,opname,30.7767966293819,49.0274374673655
74895,52649,FRANKRIJKLEI,29,,,A,Antwerpen,2000,gelijkvloers,gebouw,2026/02/02 00:00:00+00,kennisgeving,100.557033546475,335.710035554225
74896,27212,MELLAERTSSTRAAT,18,,,T,Borgerhout,2140,Gelijkvloers,woning,2017/04/21 00:00:00+00,opname,57.924011391791,174.699888780945
74897,43332,BRITSELEI,76,401,,A,Antwerpen,2000,duplex (4e+5e verdieping),woning,2025/03/28 00:00:00+00,opname,62.7675347067606,168.527524245808
74898,38450,FRANCISCANENSTRAAT,3,,,Z,Bezali,2040,Huis,woning,2025/02/20 00:00:00+00,opname,87.8283368933036,336.171119031642
74899,23321,HERENTALSEBAAN,84,86,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2015/06/12 00:00:00+00,opname,97.7591655939697,391.234172656924
74900,46381,VALKENPUTSTRAAT,61,,,R,Berchem,2600,volledig pand,woning,2025/06/17 00:00:00+00,opname,91.3632613363622,364.949047900007
74901,36248,MEEUWENHOFLEI,84,,,D,Deurne,2100,volledig pand,woning,2024/07/23 00:00:00+00,opname,34.2770274966769,68.7284827741225
74902,19353,KAPELSTRAAT,171,173,,H,Hoboken,2660,gelijkvloers,gebouw,2021/08/19 00:00:00+00,aanvraagschrapping,145.308654576462,808.495743290945
74903,30858,SINT-ELISABETHSTRAAT,33,,,A,Antwerpen,2060,gelijkvloers,gebouw,2019/08/27 00:00:00+00,aanvraagschrapping,102.478911654426,254.073015768226
74904,12242,BREDASTRAAT,12,,,A,Antwerpen,2060,volledig pand,woning,2022/08/10 00:00:00+00,opname,46.948502665752,107.49562545712
74905,5909,LANGE NIEUWSTRAAT,6,,,A,Antwerpen,2000,handelspand,gebouw,2018/07/16 00:00:00+00,aanvraagschrapping,30.1740462904661,49.0686589873778
74906,36920,WIPSTRAAT,29,,,A,Antwerpen,2018,gelijkvloers,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864
74907,36921,WIPSTRAAT,29,,,A,Antwerpen,2018,1ste verdieping,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864
74908,36922,WIPSTRAAT,29,,,A,Antwerpen,2018,2de verdieping,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864
74909,35657,SCHOENSTRAAT,22,,,T,Borgerhout,2140,volledig pand,woning,2022/08/09 00:00:00+00,opname,73.8435819458853,238.436560256249
74910,46384,KISTEMAECKERSSTRAAT,34,,,T,Borgerhout,2140,volledig pand,woning,2025/06/18 00:00:00+00,opname,43.9047672676862,80.3295261983769
74911,46891,BIKSCHOTELAAN,9,,,R,Berchem,2600,volledig pand,woning,2025/08/05 00:00:00+00,opname,61.7383889166478,153.637636096587
74912,33433,VLEERAKKERSTRAAT,29,31,,D,Deurne,2100,volledige pand,woning,2021/05/12 00:00:00+00,opname,102.445835849443,470.704748424232
74913,51420,STATIESTRAAT,43,45,,R,Berchem,2600,gelijkvloers,gebouw,2026/01/19 00:00:00+00,beroepOpname,71.521994776615,244.467699643519
74914,33432,PROFESSOR VAN DEN WILDENBERGLAAN,2,,,D,Deurne,2100,volledig pand,gebouw,2021/05/12 00:00:00+00,opname,669.893620669158,15787.9387122651
74915,26893,LANGE LEEMSTRAAT,80,,,A,Antwerpen,2018,Handelsgelijkvloers,gebouw,2017/01/30 00:00:00+00,opname,34.3166218600731,70.5122774562727
74916,38691,ANKERRUI,44,,101,A,Antwerpen,2000,1e verdieping rechts,woning,2025/01/17 00:00:00+00,opname,71.5883454366275,297.851632492849
74917,40451,LODEWIJK GERRITSLAAN,10,,,R,Berchem,2600,volledig pand,woning,2024/10/21 00:00:00+00,opname,102.72822388087,318.36523539564
74918,23991,FRANKLIN ROOSEVELTPLAATS,5,,27,A,Antwerpen,2060,9e verdieping D1,woning,2022/03/30 00:00:00+00,opname,103.451592747798,407.736536347857
74919,36601,FRANKLIN ROOSEVELTPLAATS,5,,,A,Antwerpen,2060,gelijkvloers,gebouw,2023/07/17 00:00:00+00,opname,103.451592747798,407.736536347857
74920,31679,PLANTIN EN MORETUSLEI,85,,,A,Antwerpen,2018,gelijkvloers,gebouw,2023/10/25 00:00:00+00,opname,45.5221121760724,106.018148064847
74921,33052,RODEKRUISLAAN,4,,42,R,Berchem,2600,2de verdieping D/E,woning,2021/02/12 00:00:00+00,opname,329.273768580335,5744.31364197992
74922,32345,SAUCIERSTRAAT,4,,,A,Antwerpen,2000,duplex gelijkvloers,gebouw,2020/07/23 00:00:00+00,opname,90.1867487124156,468.21547054845
74923,40777,DE ROBIANOSTRAAT,49,,,K,Borsbeek,2150,gelijkvloers,woning,2023/03/02 00:00:00+00,opname,82.1565778800318,210.579305029178
74924,40778,DE ROBIANOSTRAAT,49,,1,K,Borsbeek,2150,1ste verdieping,woning,2023/03/02 00:00:00+00,opname,82.1565778800318,210.579305029178
74925,40779,DE ROBIANOSTRAAT,49,,2,K,Borsbeek,2150,2de verdieping,woning,2023/03/02 00:00:00+00,opname,82.1565778800318,210.579305029178
74926,23218,KRUGERSTRAAT,65,,,H,Hoboken,2660,1e verdieping,woning,2022/10/13 00:00:00+00,opname,108.937723824785,228.903066681064
74927,35910,KRUGERSTRAAT,65,,,H,Hoboken,2660,2e verdieping,woning,2022/10/13 00:00:00+00,opname,108.937723824785,228.903066681064
74928,27083,DRIEKONINGENSTRAAT,86,88,,R,Berchem,2600,nvt,gebouw,2017/03/14 00:00:00+00,opname,274.341700027044,2711.80032823735
74929,32659,ITALIËLEI,110,,,A,Antwerpen,2000,6de verdieping,woning,2020/10/12 00:00:00+00,aanvraagschrapping,52.1676978913511,136.861475770634
74930,38152,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,gelijkvloers achteraan,gebouw,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273
74931,38153,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,1ste verdieping,woning,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273
74932,38154,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,2de verdieping,woning,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273
74933,38155,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,3de verdieping,woning,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273
74934,38141,HERENTALSEBAAN,178,101,,D,Deurne,2100,1ste verdieping,woning,2024/02/12 00:00:00+00,opname,51.4375924101618,112.13531431995
74935,38143,HERENTALSEBAAN,178,201,,D,Deurne,2100,2de verdieping,woning,2024/02/12 00:00:00+00,opname,51.4375924101618,112.13531431995
74936,10304,CUYLITSSTRAAT,39,,,A,Antwerpen,2018,volledig pand,woning,2024/08/02 00:00:00+00,opname,94.3798620285786,251.375649016307
74937,37453,LAMORINIÈRESTRAAT,149,,,A,Antwerpen,2018,volledig pand,woning,2023/12/01 00:00:00+00,opname,246.498648970448,1957.69039337754
74938,34938,PIEREBEEKSTRAAT,34,,,W,Wilrijk,2610,volledig pand,woning,2022/03/22 00:00:00+00,opname,106.258116924364,224.178381885781
74939,33111,DE BRUYNLAAN,179,,,H,Hoboken,2660,gelijkvloers,gebouw,2021/03/08 00:00:00+00,opname,97.134919718372,492.746323781267
74940,22057,FLORALIËNLAAN,93,,,A,Antwerpen,2020,nvt,woning,2014/06/23 00:00:00+00,opname,50.5640740943313,119.718319389455
74941,28724,ORTELIUSKAAI,2,,13,A,Antwerpen,2000,A4/4B,woning,2018/09/04 00:00:00+00,aanvraagschrapping,133.820767714389,918.853864334128
74942,15652,SINT-KATELIJNEVEST,7,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/05/10 00:00:00+00,opname,39.1927370920069,71.5175285992026
74943,33174,CAMILLE HUYSMANSLAAN,40,,,A,Antwerpen,2020,gelijkvloers,gebouw,2021/05/20 00:00:00+00,opname,56.2676386750758,186.029292168356
74944,33887,SAUCIERSTRAAT,5,2,,A,Antwerpen,2000,eerste verdieping J-1.2,woning,2025/09/17 00:00:00+00,opname,215.278165285606,1519.61820985695
74945,28936,LANGE KOEPOORTSTRAAT,8,,,A,Antwerpen,2000,nvt,gebouw,2018/06/26 00:00:00+00,opname,24.9689588360069,37.592551134399
74946,42025,VAN ROIESTRAAT,79,,,M,Merksem,2170,Huis,woning,2025/03/13 00:00:00+00,aanvraagschrapping,50.6429554372663,102.942528017868
74947,26060,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2016/11/23 00:00:00+00,opname,99.7847144361855,426.550481961906
74948,26061,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,1ste verdieping,woning,2016/06/27 00:00:00+00,opname,99.7847144361855,426.550481961906
74949,26062,GEMEENTESTRAAT,10,,,A,Antwerpen,2060,2de verdieping,woning,2016/06/27 00:00:00+00,opname,99.7847144361855,426.550481961906
74950,34982,GRAMMESTRAAT,12,,,H,Hoboken,2660,volledig pand,woning,2022/06/01 00:00:00+00,aanvraagschrapping,84.2754323772341,188.642450844298
74951,27199,ZEEVAARTSTRAAT,5,,,A,Antwerpen,2000,kantoorgebouw,gebouw,2017/06/30 00:00:00+00,opname,84.8416569791711,459.360148470554
74952,29610,OMMEGANCKSTRAAT,2,,,A,Antwerpen,2018,handelshuis,gebouw,2018/11/28 00:00:00+00,opname,42.3110136979769,64.5780894203873
74953,34818,MINDERBROEDERSRUI,37,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/03/09 00:00:00+00,opname,46.1274397319097,101.47766920582
74954,30814,LANGE KIEVITSTRAAT,36,38,,A,Antwerpen,2018,handelsgelijkvloers links,gebouw,2019/08/01 00:00:00+00,aanvraagschrapping,63.3951094604038,192.423766468376
74955,30815,LANGE KIEVITSTRAAT,36,38,,A,Antwerpen,2018,handelsgelijkvloers rechts,gebouw,2019/08/01 00:00:00+00,aanvraagschrapping,63.3951094604038,192.423766468376
74956,30788,SOMERSSTRAAT,12,,,A,Antwerpen,2018,gezinswoning,woning,2020/06/24 00:00:00+00,opname,33.757342254544,46.9215159516554
74957,29706,KROONSTRAAT,134,,,T,Borgerhout,2140,volledig pand,woning,2020/10/22 00:00:00+00,aanvraagschrapping,49.4144502217366,79.5626768129074
74958,27261,EETHUISSTRAAT,126,,,M,Merksem,2170,gelijkvloers+1ste verdieping,woning,2017/07/06 00:00:00+00,opname,91.972760555387,283.552578073752
74959,46879,VALKENPUTSTRAAT,84,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,82.3836728306935,205.532795902631
74960,29289,DASSASTRAAT,102,,,D,Deurne,2100,ééngezinswoning,woning,2019/03/19 00:00:00+00,opname,96.5009089958083,219.415237107993
74961,30377,WIEGSTRAAT,16,,,A,Antwerpen,2000,handelspand,gebouw,2019/05/22 00:00:00+00,aanvraagschrapping,24.6234859475927,34.4374724249062
74962,33998,IJZERLAAN,53,,,A,Antwerpen,2060,volledig pand,woning,2021/08/19 00:00:00+00,opname,28.9568210836659,43.0059525573264
74963,40224,STATIESTRAAT,126,,,R,Berchem,2600,volledig pand,woning,2025/05/22 00:00:00+00,opname,46.5394232789299,88.5888557161447
74964,28895,FRANKRIJKLEI,138,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2019/06/13 00:00:00+00,opname,67.3107666846885,190.220749395601
74965,39119,VAN IMMERSEELSTRAAT,7,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/05/14 00:00:00+00,aanvraagschrapping,31.6848349817258,61.6517957779599
74966,44978,HELDENPLEIN,19,201,,W,Wilrijk,2610,2E VERDIEPING,woning,2026/01/29 00:00:00+00,kennisgeving,73.6813806868123,218.164224385388
74967,29745,OUDEKERKSTRAAT,18,,,A,Antwerpen,2018,Gelijkvloers,woning,2019/01/25 00:00:00+00,aanvraagschrapping,77.1806812860445,240.534753281986
74968,33649,KAPELSTRAAT,44,,,H,Hoboken,2660,gelijkvloers,gebouw,2021/06/28 00:00:00+00,aanvraagschrapping,83.1557039046835,173.725493742425
74969,39435,SINT-SEBASTIAANSTRAAT,74,,,W,Wilrijk,2610,Huis,woning,2025/03/27 00:00:00+00,opname,49.1512357131161,91.2521467214461
74970,28340,LAKBORSLEI,2,,,D,Deurne,2100,handelsgelijkvloers,gebouw,2018/03/06 00:00:00+00,opname,42.3086488535698,82.1635733965458
74971,46701,EETHUISSTRAAT,44,,,M,Merksem,2170,GELIJKVLOERS,woning,2026/01/30 00:00:00+00,kennisgeving,119.259049130153,400.434378663646
74972,49025,EETHUISSTRAAT,44,2,,M,Merksem,2170,1e en 2e verdieping,woning,2026/01/30 00:00:00+00,kennisgeving,119.259049130153,400.434378663646
74973,36729,TWEEGEZUSTERSLAAN,27,,,D,Deurne,2100,volledig pand,woning,2023/08/23 00:00:00+00,opname,80.0372159874074,204.008841941691
74974,39339,ANTOON VAN DYCKSTRAAT,67,,102,A,Antwerpen,2018,1e verdieping rechts,woning,2025/03/03 00:00:00+00,opname,76.61139857718,266.327960791156
74975,51418,DRIEKONINGENSTRAAT,47,,,R,Berchem,2600,volledig pand,gebouw,2026/01/19 00:00:00+00,kennisgeving,63.5630341520493,141.466207318674
74976,32321,TWEEMONTSTRAAT,186,,,D,Deurne,2100,volledig pand,woning,2021/04/27 00:00:00+00,opname,56.6978193440312,93.3881562051554
74977,29594,SINT-PAULUSPLAATS,15,,,A,Antwerpen,2000,woning 1,woning,2018/11/26 00:00:00+00,opname,61.1621791454953,170.943020628485
74978,38196,BRITSELEI,45,,801,A,Antwerpen,2000,A8,woning,2024/04/26 00:00:00+00,opname,70.8702980045096,161.866944026262
74979,30262,BISSCHOPPENHOFLAAN,301,,,D,Deurne,2100,handelsgelijkvloers links,gebouw,2019/05/07 00:00:00+00,opname,355.742936254185,7155.20156401054
74980,36837,SINT-VINCENTIUSSTRAAT,10,,,A,Antwerpen,2018,volledig pand,woning,2024/02/05 00:00:00+00,opname,113.175609303896,586.98973530926
74981,36652,MAANTJESSTEENWEG,83,,,M,Merksem,2170,gelijkvloers,gebouw,2023/06/27 00:00:00+00,aanvraagschrapping,54.4157048556084,163.738158706385
74982,34608,MARKT,12,,,E,Ekeren,2180,volledig pand,gebouw,2024/05/06 00:00:00+00,opname,63.7113283965522,102.919791667164
74983,46076,LODE CANTENSSTRAAT,3,,,T,Borgerhout,2140,volledig pand,woning,2025/06/02 00:00:00+00,opname,71.5624550304339,181.263595815761
74984,39487,BALANSSTRAAT,73,,,A,Antwerpen,2018,gelijkvloers,woning,2025/09/18 00:00:00+00,opname,31.9909457142302,60.842110152594
74985,39490,BALANSSTRAAT,73,,,A,Antwerpen,2018,3de verdieping,woning,2025/09/18 00:00:00+00,opname,31.9909457142302,60.842110152594
74986,37900,LAGEWEG,227,,,H,Hoboken,2660,volledig pand,woning,2024/01/15 00:00:00+00,opname,79.7633266676492,150.503869166862
74987,34157,BREDERODESTRAAT,41,,,A,Antwerpen,2018,gelijkvloers,gebouw,2021/09/21 00:00:00+00,opname,37.1474944638693,75.6890915809457
74988,34006,PRINSSTRAAT,36,,,A,Antwerpen,2000,volledig pand,woning,2021/08/10 00:00:00+00,opname,40.3384597911678,66.6007651439055
74989,35153,ERGO-DE WAELLAAN,41,101,,D,Deurne,2100,1ste verdieping,woning,2022/04/12 00:00:00+00,opname,79.7747649231372,229.103275870641
74990,35154,ERGO-DE WAELLAAN,41,201,,D,Deurne,2100,2de verdieping,woning,2022/04/12 00:00:00+00,opname,79.7747649231372,229.103275870641
74991,11363,TURNHOUTSEBAAN,90,,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2014/01/13 00:00:00+00,aanvraagschrapping,65.2275150040061,182.654749279685
74992,37094,VAN EYCKLEI,53,,,A,Antwerpen,2018,gelijkvloers,gebouw,2023/11/07 00:00:00+00,opname,66.6092134497074,120.131554456071
74993,19732,ANTWERPSESTEENWEG,2,,,H,Hoboken,2660,Handelsgelijkvloers,gebouw,2013/04/15 00:00:00+00,opname,45.0119571167476,113.7089764737
74994,35986,ROTTERDAMSTRAAT,93,,,A,Antwerpen,2060,1ste verdieping,woning,2023/06/23 00:00:00+00,opname,47.9513203610141,91.1327717415711
74995,36636,ROTTERDAMSTRAAT,93,,,A,Antwerpen,2060,2de verdieping,woning,2023/06/23 00:00:00+00,opname,47.9513203610141,91.1327717415711
74996,36637,ROTTERDAMSTRAAT,93,,,A,Antwerpen,2060,gelijkvloers,woning,2023/06/23 00:00:00+00,opname,47.9513203610141,91.1327717415711
74997,30898,OUDE KOORNMARKT,75,,,A,Antwerpen,2000,woning,woning,2019/09/11 00:00:00+00,opname,24.3961060059455,32.8291308936492
74998,46550,FRUITHOFLAAN,118,,704,R,Berchem,2600,7e verdieping S7/C2/D1,woning,2025/10/30 00:00:00+00,opname,432.27622849542,10274.2179546717
74999,47010,LAAGLANDLAAN,315,,,M,Merksem,2170,volledig pand,woning,2025/09/02 00:00:00+00,opname,70.9743585766039,159.645974883636
75000,30696,LANGE LEEMSTRAAT,164,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/07/16 00:00:00+00,opname,88.0783458086423,210.758960936106
75001,46923,SCHIJFSTRAAT,89,,,A,Antwerpen,2020,volledig pand,woning,2025/09/02 00:00:00+00,opname,55.4742974435248,117.283471010863
75002,34044,SLEUTELSTRAAT,5,,,A,Antwerpen,2000,volledig pand,woning,2021/08/16 00:00:00+00,opname,40.682306930192,86.9059267163656
75003,35613,OUDEBAREELLEI,69,71,,M,Merksem,2170,gelijkvloers,gebouw,2022/08/01 00:00:00+00,opname,90.1810309497569,310.205234958567
75004,34431,TER HEYDELAAN,61,,,D,Deurne,2100,gelijkvloers,gebouw,2021/12/06 00:00:00+00,aanvraagschrapping,60.4264313025948,144.117452858557
75005,22454,BELGIËLEI,68,,8,A,Antwerpen,2018,A3/2,woning,2019/02/07 00:00:00+00,aanvraagschrapping,43.7700998227128,109.515351203968
75006,39042,AUWERSSTRAAT,4,,,R,Berchem,2600,volledig pand,woning,2024/05/06 00:00:00+00,aanvraagschrapping,58.7622060589349,94.488956398051
75007,28584,LAKBORSLEI,67,,,D,Deurne,2100,nvt,gebouw,2018/04/20 00:00:00+00,opname,35.3391996592971,53.5365645930943
75008,26118,FRANK CRAEYBECKXLAAN,10,,,D,Deurne,2100,gelijkvloers,gebouw,2023/09/11 00:00:00+00,aanvraagschrapping,154.581269997977,1136.38970409031
75009,39198,KONING ALBERTSTRAAT,43,,,W,Wilrijk,2610,volledig pand,woning,2024/06/03 00:00:00+00,opname,76.4563852418497,163.950639202126
75010,34196,SINT-BERNARDSESTEENWEG,618,,,H,Hoboken,2660,volledig pand,gebouw,2021/10/04 00:00:00+00,opname,51.7340619080623,135.143337459955
75011,35017,WOLSTRAAT,7,,2,A,Antwerpen,2000,1e verdieping vooraan,woning,2025/02/27 00:00:00+00,opname,113.982196243137,415.466605160323
75012,21526,RUBENSLEI,23,,5,A,Antwerpen,2018,Verdieping 5,woning,2019/02/01 00:00:00+00,opname,74.3619367720349,210.193891999376
75013,19819,SCHOTENSESTEENWEG,248,,,D,Deurne,2100,nvt,woning,2013/04/22 00:00:00+00,opname,57.4450569449467,187.905132893492
75014,17975,VLAAMSEKAAI,70,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/07/26 00:00:00+00,aanvraagschrapping,37.3480843219627,68.7586660042212
75015,32170,LETTERKUNDESTRAAT,2,,,W,Wilrijk,2610,woning (1+2 verdieping),woning,2020/08/26 00:00:00+00,opname,51.277246543643,152.994396706364
