adres,score_totaal,prioriteit,mogelijk_bevel_tot_afbraak,score_totaal_origineel,score_afbraak_boost,afstand_hemelsbreed_km,afstand_bucket,leegstand_jaren_sinds_eerste_opname,opname_count,kennisgeving_count,samengevoegde_regels,unieke_pnd_ids_count,reg_status_telling,reg_aard_telling,reg_entiteiten,pva_straat,pva_huisnr1,pva_huisnr2,pva_postcode,pnd_district,busnummers,busnummer_count,eerste_opnamedatum,laatste_opnamedatum,shape_areas,shape_lengths,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,afbraak_match_count,afbraak_match_type,afbraak_match_reasons,afbraak_omv_nummers,afbraak_statussen,afbraak_datums,afbraak_adres_bron,afbraak_omschrijving,afbraak_bronnen,afbraak_detail_urls,geocode_quality,geocode_formatted_address,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,objectids,pnd_ids,pva_busnr,pnd_district_code,reg_statussen,reg_aarden,alle_opnamedata,verschillende_velden,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_location_type,geocode_error,score_uitleg,bronregels_volledig
"Arthur Goemaerelei 67, 2018 Antwerpen",49.7,C,NEE,49.7,0.0,1.820,1-2 km,1.0,1,0,1,1,opname:1,woning:1,volledig pand,ARTHUR GOEMAERELEI,67,,2018,Antwerpen,,0,2025/07/15 00:00:00+00,2025/07/15 00:00:00+00,191.695146609417,67.1833891984468,54.5,30.7,31.5,82.2,84.2,0,,,,,,,,,,hoog,"Arthur Goemaerelei 67, 2018 Antwerpen",51.1964420846736,4.400624095539013,152227.54,209607.76,75737,39480,,A,opname,woning,2025/07/15 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Arthur Goemaerelei 67, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75737,39480,ARTHUR GOEMAERELEI,67,,,A,Antwerpen,2018,volledig pand,woning,2025/07/15 00:00:00+00,opname,67.1833891984468,191.695146609417"
"Belegstraat 35, 2018 Antwerpen",49.7,C,NEE,49.7,0.0,2.195,2-5 km,2.2,1,0,1,1,opname:1,gebouw:1,gelijkvloers,BELEGSTRAAT,35,,2018,Antwerpen,,0,2024/04/26 00:00:00+00,2024/04/26 00:00:00+00,60.4776655775802,34.2338023691915,48.1,52.7,31.5,64.4,71.0,0,,,,,,,,,,hoog,"Belegstraat 35, 2018 Antwerpen",51.20494471643096,4.395680761443764,151881.64,210553.57,75832,38698,,A,opname,gebouw,2024/04/26 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Belegstraat 35, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75832,38698,BELEGSTRAAT,35,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/04/26 00:00:00+00,opname,34.2338023691915,60.4776655775802"
"Bikschotelaan 9, 2600 Berchem",49.7,C,NEE,49.7,0.0,1.682,1-2 km,0.9,1,0,1,1,opname:1,woning:1,volledig pand,BIKSCHOTELAAN,9,,2600,Berchem,,0,2025/08/05 00:00:00+00,2025/08/05 00:00:00+00,153.637636096587,61.7383889166478,57.1,29.4,31.5,78.8,82.5,0,,,,,,,,,,hoog,"Bikschotelaan 9, 2600 Antwerpen",51.191452401823476,4.4459884019859155,155399.17,209055.0,74911,46891,,R,opname,woning,2025/08/05 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Bikschotelaan 9, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74911,46891,BIKSCHOTELAAN,9,,,R,Berchem,2600,volledig pand,woning,2025/08/05 00:00:00+00,opname,61.7383889166478,153.637636096587"
"Blancefloerlaan 335, 2050 Antwerpen",49.7,C,NEE,49.7,0.0,4.720,2-5 km,3.1,1,0,1,1,opname:1,gebouw:1,gelijkvloers,BLANCEFLOERLAAN,335,,2050,Antwerpen,,0,2023/05/16 00:00:00+00,2023/05/16 00:00:00+00,6511.52195270356,346.462084307236,20.7,64.5,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Blancefloerlaan 335, 2050 Antwerpen",51.219823221658686,4.366397980823911,149835.13,212208.51,75701,36079,,A,opname,gebouw,2023/05/16 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Blancefloerlaan 335, 2050 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75701,36079,BLANCEFLOERLAAN,335,,,A,Antwerpen,2050,gelijkvloers,gebouw,2023/05/16 00:00:00+00,opname,346.462084307236,6511.52195270356"
"Laarsebaan 32, 2170 Merksem",49.7,C,NEE,49.7,0.0,5.274,5-10 km,5.9,1,0,1,1,opname:1,woning:1,gezinswoning,LAARSEBAAN,32,,2170,Merksem,,0,2020/07/23 00:00:00+00,2020/07/23 00:00:00+00,112.969749103319,55.1555691955529,17.2,88.2,31.5,74.0,80.3,0,,,,,,,,,,hoog,"Laarsebaan 32, 2170 Antwerpen",51.24713014875086,4.433160936826216,154496.98,215248.54,75356,32344,,M,opname,woning,2020/07/23 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Laarsebaan 32, 2170 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75356,32344,LAARSEBAAN,32,,,M,Merksem,2170,gezinswoning,woning,2020/07/23 00:00:00+00,opname,55.1555691955529,112.969749103319"
"Pierebeekstraat 20, 2610 Wilrijk",49.7,C,NEE,49.7,0.0,3.234,2-5 km,2.4,1,0,1,1,opname:1,woning:1,volledig pand,PIEREBEEKSTRAAT,20,,2610,Wilrijk,,0,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,216.476539987769,104.829707924232,34.0,55.7,31.5,84.1,92.9,0,,,,,,,,,,hoog,"Pierebeekstraat 20, 2610 Antwerpen",51.18012467605524,4.3921944151971735,151638.88,207792.17,75392,38058,,W,opname,woning,2024/02/05 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Pierebeekstraat 20, 2610 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75392,38058,PIEREBEEKSTRAAT,20,,,W,Wilrijk,2610,volledig pand,woning,2024/02/05 00:00:00+00,opname,104.829707924232,216.476539987769"
"Gagelveldenstraat 38, 2170 Merksem",49.6,C,NEE,49.6,0.0,4.801,2-5 km,4.1,1,0,1,1,opname:1,woning:1,volledig pand,GAGELVELDENSTRAAT,38,,2170,Merksem,,0,2022/05/19 00:00:00+00,2022/05/19 00:00:00+00,243.492192994369,98.3951764079726,20.2,74.3,31.5,85.9,91.7,0,,,,,,,,,,hoog,"Gagelveldenstraat 38, 2170 Antwerpen",51.24263136032045,4.435971674971246,154693.7,214748.2,75859,35303,,M,opname,woning,2022/05/19 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Gagelveldenstraat 38, 2170 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75859,35303,GAGELVELDENSTRAAT,38,,,M,Merksem,2170,volledig pand,woning,2022/05/19 00:00:00+00,opname,98.3951764079726,243.492192994369"
"Gagelveldenstraat 40, 2170 Merksem",49.6,C,NEE,49.6,0.0,4.806,2-5 km,4.1,1,0,1,1,opname:1,woning:1,volledig pand,GAGELVELDENSTRAAT,40,,2170,Merksem,,0,2022/05/19 00:00:00+00,2022/05/19 00:00:00+00,239.67894833484,97.9869944243572,20.1,74.3,31.5,85.7,91.6,0,,,,,,,,,,hoog,"Gagelveldenstraat 40, 2170 Antwerpen",51.242673490800264,4.436014696280771,154696.7,214752.89,75793,35304,,M,opname,woning,2022/05/19 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Gagelveldenstraat 40, 2170 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75793,35304,GAGELVELDENSTRAAT,40,,,M,Merksem,2170,volledig pand,woning,2022/05/19 00:00:00+00,opname,97.9869944243572,239.67894833484"
"Gagelveldenstraat 42, 2170 Merksem",49.6,C,NEE,49.6,0.0,4.812,2-5 km,4.1,1,0,1,1,opname:1,woning:1,volledig pand,GAGELVELDENSTRAAT,42,,2170,Merksem,,0,2022/05/19 00:00:00+00,2022/05/19 00:00:00+00,244.363109140455,97.995138192033,20.1,74.3,31.5,86.0,91.6,0,,,,,,,,,,hoog,"Gagelveldenstraat 42, 2170 Antwerpen",51.24272290746999,4.436047847507361,154699.01,214758.39,75294,35305,,M,opname,woning,2022/05/19 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Gagelveldenstraat 42, 2170 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75294,35305,GAGELVELDENSTRAAT,42,,,M,Merksem,2170,volledig pand,woning,2022/05/19 00:00:00+00,opname,97.995138192033,244.363109140455"
"Lange Nieuwstraat 13, 2000 Antwerpen",49.6,C,NEE,49.6,0.0,2.637,2-5 km,2.2,1,0,1,1,opname:1,gebouw:1,gelijkvloers,LANGE NIEUWSTRAAT,13,,2000,Antwerpen,,0,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,129.577258830494,60.1520118481493,41.5,52.4,31.5,76.1,82.0,0,,,,,,,,,,hoog,"Lange Nieuwstraat 13, 2000 Antwerpen",51.22008215030061,4.406195922056911,152615.67,212238.0,75769,39003,,A,opname,gebouw,2024/05/03 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Lange Nieuwstraat 13, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75769,39003,LANGE NIEUWSTRAAT,13,,,A,Antwerpen,2000,gelijkvloers,gebouw,2024/05/03 00:00:00+00,opname,60.1520118481493,129.577258830494"
"Prinsstraat 20, 2000 Antwerpen",49.6,C,NEE,49.6,0.0,2.719,2-5 km,2.2,1,0,1,1,opname:1,woning:1,volledig pand,PRINSSTRAAT,20,,2000,Antwerpen,,0,2024/04/12 00:00:00+00,2024/04/12 00:00:00+00,136.436232290274,61.5993759500405,40.4,53.2,31.5,76.9,82.5,0,,,,,,,,,,hoog,"Prinsstraat 20, 2000 Antwerpen",51.22211601842798,4.40972948000158,152862.42,212464.41,75437,38635,,A,opname,woning,2024/04/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Prinsstraat 20, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75437,38635,PRINSSTRAAT,20,,,A,Antwerpen,2000,volledig pand,woning,2024/04/12 00:00:00+00,opname,61.5993759500405,136.436232290274"
"Ten Eekhovelei 327, 2100 Deurne",49.6,C,NEE,49.6,0.0,3.504,2-5 km,3.0,1,0,1,1,opname:1,gebouw:1,gelijkvloers,TEN EEKHOVELEI,327,,2100,Deurne,,0,2023/06/27 00:00:00+00,2023/06/27 00:00:00+00,183.217280234894,72.6294165814044,31.1,63.3,31.5,81.5,85.7,0,,,,,,,,,,hoog,"Ten Eekhovelei 327, 2100 Antwerpen",51.22889079495743,4.44576051706206,155378.88,213220.16,75395,36651,,D,opname,gebouw,2023/06/27 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Ten Eekhovelei 327, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75395,36651,TEN EEKHOVELEI,327,,,D,Deurne,2100,gelijkvloers,gebouw,2023/06/27 00:00:00+00,opname,72.6294165814044,183.217280234894"
"Jules Moretuslei 128, 2610 Wilrijk",49.5,C,NEE,49.5,0.0,4.477,2-5 km,2.9,1,0,1,1,opname:1,woning:1,volledig pand,JULES MORETUSLEI,128,,2610,Wilrijk,,0,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,1378.66627776395,201.225507915495,22.5,61.5,31.5,100.0,100.0,0,,,,,,,,,,hoog,"Jules Moretuslei 128, 2610 Antwerpen",51.17152514757785,4.380715854412849,150836.39,206835.25,75702,36689,,W,opname,woning,2023/08/23 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Jules Moretuslei 128, 2610 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75702,36689,JULES MORETUSLEI,128,,,W,Wilrijk,2610,volledig pand,woning,2023/08/23 00:00:00+00,opname,201.225507915495,1378.66627776395"
"Ten Eekhovelei 329, 2100 Deurne",49.5,C,NEE,49.5,0.0,3.508,2-5 km,3.0,1,0,1,1,opname:1,woning:1,volledig pand,TEN EEKHOVELEI,329,,2100,Deurne,,0,2023/06/30 00:00:00+00,2023/06/30 00:00:00+00,177.734048747833,72.2426733063099,31.1,63.2,31.5,81.0,85.6,0,,,,,,,,,,hoog,"Ten Eekhovelei 329, 2100 Antwerpen",51.22894196257122,4.445724240322376,155376.34,213225.85,75446,36664,,D,opname,woning,2023/06/30 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Ten Eekhovelei 329, 2100 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75446,36664,TEN EEKHOVELEI,329,,,D,Deurne,2100,volledig pand,woning,2023/06/30 00:00:00+00,opname,72.2426733063099,177.734048747833"
"Toog 1, 2000 Antwerpen",49.4,C,NEE,49.4,0.0,2.991,2-5 km,2.7,1,0,1,1,opname:1,gebouw:1,volledig pand,TOOG,1,,2000,Antwerpen,,0,2023/10/03 00:00:00+00,2023/10/03 00:00:00+00,104.183504955603,54.3291788842278,36.9,60.1,31.5,72.8,80.0,0,,,,,,,,,,hoog,"Toog 1, 2000 Antwerpen",51.224774965754534,4.409714822254998,152861.23,212760.23,75388,36898,,A,opname,gebouw,2023/10/03 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Toog 1, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75388,36898,TOOG,1,,,A,Antwerpen,2000,volledig pand,gebouw,2023/10/03 00:00:00+00,opname,54.3291788842278,104.183504955603"
"Anneessensstraat 27, 2018 Antwerpen",49.2,C,NEE,49.2,0.0,2.106,2-5 km,1.8,1,0,1,1,opname:1,woning:1,volledig pand,ANNEESSENSSTRAAT,27,,2018,Antwerpen,,0,2024/09/16 00:00:00+00,2024/09/16 00:00:00+00,71.7120744154702,37.6571165880377,49.6,46.7,31.5,67.0,72.8,0,,,,,,,,,,hoog,"Anneessensstraat 27, 2018 Antwerpen",51.21819498730907,4.418135400396352,153449.98,212028.54,75058,39559,,A,opname,woning,2024/09/16 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Anneessensstraat 27, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75058,39559,ANNEESSENSSTRAAT,27,,,A,Antwerpen,2018,volledig pand,woning,2024/09/16 00:00:00+00,opname,37.6571165880377,71.7120744154702"
"Lange Beeldekensstraat 248, 2060 Antwerpen",49.2,C,NEE,49.2,0.0,2.465,2-5 km,2.2,1,0,1,1,opname:1,gebouw:1,volledig pand,LANGE BEELDEKENSSTRAAT,248,,2060,Antwerpen,,0,2024/05/02 00:00:00+00,2024/05/02 00:00:00+00,87.3351095611131,41.8691784885243,44.0,52.4,31.5,70.0,74.9,0,,,,,,,,,,hoog,"Lange Beeldekensstraat 248, 2060 Antwerpen",51.22163020597865,4.4331920337452475,154501.64,212411.54,75444,36043,,A,opname,gebouw,2024/05/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Lange Beeldekensstraat 248, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75444,36043,LANGE BEELDEKENSSTRAAT,248,,,A,Antwerpen,2060,volledig pand,gebouw,2024/05/02 00:00:00+00,opname,41.8691784885243,87.3351095611131"
"Corneel Smitslei 7, 2150 Borsbeek",49.1,C,NEE,49.1,0.0,4.413,2-5 km,3.3,1,0,1,1,opname:1,woning:1,volledig pand,CORNEEL SMITSLEI,7,,2150,Borsbeek,,0,2023/03/02 00:00:00+00,2023/03/02 00:00:00+00,320.104343686558,90.7663468193752,23.0,66.8,31.5,90.2,90.1,0,,,,,,,,,,hoog,"Corneel Smitslei 7, 2150 Antwerpen",51.19671133624456,4.48899162337578,158404.54,209644.1,75680,40790,,K,opname,woning,2023/03/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Corneel Smitslei 7, 2150 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75680,40790,CORNEEL SMITSLEI,7,,,K,Borsbeek,2150,volledig pand,woning,2023/03/02 00:00:00+00,opname,90.7663468193752,320.104343686558"
"Onze-Lieve-Vrouwstraat 58, 2180 Ekeren",49.1,C,NEE,49.1,0.0,8.761,5-10 km,6.0,1,0,1,1,opname:1,woning:1,gezinswoning,ONZE-LIEVE-VROUWSTRAAT,58,,2180,Ekeren,,0,2020/07/13 00:00:00+00,2020/07/13 00:00:00+00,394.168001787098,116.167009250915,5.4,88.4,31.5,93.4,94.9,0,,,,,,,,,,hoog,"Onze-Lieve-Vrouwstraat 58, 2180 Antwerpen",51.27852679136522,4.433966664155014,154550.14,218741.67,75325,32032,,E,opname,woning,2020/07/13 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Onze-Lieve-Vrouwstraat 58, 2180 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75325,32032,ONZE-LIEVE-VROUWSTRAAT,58,,,E,Ekeren,2180,gezinswoning,woning,2020/07/13 00:00:00+00,opname,116.167009250915,394.168001787098"
"Valkenputstraat 73, 2600 Berchem",49.1,C,NEE,49.1,0.0,1.425,1-2 km,0.4,0,1,1,1,kennisgeving:1,woning:1,volledig pand,VALKENPUTSTRAAT,73,,2600,Berchem,,0,2026/02/09 00:00:00+00,2026/02/09 00:00:00+00,251.378869267817,72.6911303265567,62.2,15.0,31.5,86.4,85.7,0,,,,,,,,,,hoog,"Valkenputstraat 73, 2600 Antwerpen",51.19661626250829,4.445751539605519,155382.01,209629.48,75076,52730,,R,kennisgeving,woning,2026/02/09 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Valkenputstraat 73, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75076,52730,VALKENPUTSTRAAT,73,,,R,Berchem,2600,volledig pand,woning,2026/02/09 00:00:00+00,kennisgeving,72.6911303265567,251.378869267817"
"Valkenputstraat 80, 2600 Berchem",49.1,C,NEE,49.1,0.0,1.399,1-2 km,0.4,0,1,1,1,kennisgeving:1,woning:1,volledig pand,VALKENPUTSTRAAT,80,,2600,Berchem,,0,2026/02/09 00:00:00+00,2026/02/09 00:00:00+00,209.001784838851,82.3817275327647,62.7,15.0,31.5,83.6,88.2,0,,,,,,,,,,hoog,"Valkenputstraat 80, 2600 Antwerpen",51.19689085883826,4.445480041340831,155363.0,209660.01,74892,52728,,R,kennisgeving,woning,2026/02/09 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Valkenputstraat 80, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74892,52728,VALKENPUTSTRAAT,80,,,R,Berchem,2600,volledig pand,woning,2026/02/09 00:00:00+00,kennisgeving,82.3817275327647,209.001784838851"
"Berendrechtsvoetpad 35-1, 2040 Bezali",48.9,C,NEE,48.9,0.0,18.925,10+ km,8.6,1,0,1,1,opname:1,woning:1,nvt,BERENDRECHTSVOETPAD,35,1,2040,Bezali,,0,2017/12/12 00:00:00+00,2017/12/12 00:00:00+00,262.018299346047,85.6255733751681,0.2,100.0,31.5,87.1,88.9,0,,,,,,,,,,hoog,"Berendrechtsvoetpad 35, 2040 Antwerpen",51.35482099952325,4.313968338694481,146182.98,227229.42,75679,27866,,Z,opname,woning,2017/12/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Berendrechtsvoetpad 35, 2040 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75679,27866,BERENDRECHTSVOETPAD,35,1,,Z,Bezali,2040,nvt,woning,2017/12/12 00:00:00+00,opname,85.6255733751681,262.018299346047"
"Oudebareellei 24, 2170 Merksem",48.9,C,NEE,48.9,0.0,5.719,5-10 km,4.6,1,0,1,1,opname:1,gebouw:1,gelijkvloers,OUDEBAREELLEI,24,,2170,Merksem,,0,2021/11/08 00:00:00+00,2021/11/08 00:00:00+00,259.856372798505,96.7472142103166,14.9,78.8,31.5,87.0,91.3,0,,,,,,,,,,hoog,"Oudebareellei 24, 2170 Antwerpen",51.248107263537946,4.454620420806762,155995.28,215358.78,75805,34284,,M,opname,gebouw,2021/11/08 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Oudebareellei 24, 2170 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75805,34284,OUDEBAREELLEI,24,,,M,Merksem,2170,gelijkvloers,gebouw,2021/11/08 00:00:00+00,opname,96.7472142103166,259.856372798505"
"Sint-Bernardsesteenweg 583, 2660 Hoboken",48.9,C,NEE,48.9,0.0,4.770,2-5 km,2.1,3,0,3,3,opname:3,woning:3,gelijkvloers | 1ste verdieping | 2de verdieping,SINT-BERNARDSESTEENWEG,583,,2660,Hoboken,,0,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,157.58935602976,74.3388433058068,20.4,51.2,63.1,79.2,86.1,0,,,,,,,,,,hoog,"Sint-Bernardsesteenweg 583, 2660 Antwerpen",51.176991491300505,4.368417637621944,149976.26,207443.32,75339 | 75340 | 75341,38229 | 39183 | 39184,,H,opname,woning,2024/06/03 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Sint-Bernardsesteenweg 583, 2660 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75339,38229,SINT-BERNARDSESTEENWEG,583,,,H,Hoboken,2660,gelijkvloers,woning,2024/06/03 00:00:00+00,opname,74.3388433058068,157.58935602976 | 75340,39183,SINT-BERNARDSESTEENWEG,583,,,H,Hoboken,2660,1ste verdieping,woning,2024/06/03 00:00:00+00,opname,74.3388433058068,157.58935602976 | 75341,39184,SINT-BERNARDSESTEENWEG,583,,,H,Hoboken,2660,2de verdieping,woning,2024/06/03 00:00:00+00,opname,74.3388433058068,157.58935602976"
"Sint-Bernardsesteenweg 614, 2660 Hoboken",48.9,C,NEE,48.9,0.0,4.198,2-5 km,4.1,1,0,1,1,opname:1,woning:1,volledig pand,SINT-BERNARDSESTEENWEG,614,,2660,Hoboken,,0,2022/05/24 00:00:00+00,2022/05/24 00:00:00+00,109.671946395309,61.2005887256375,24.7,74.2,31.5,73.6,82.3,0,,,,,,,,,,hoog,"Sint-Bernardsesteenweg 614, 2660 Antwerpen",51.18313534466131,4.372285292702956,150246.69,208126.85,75642,35316,,H,opname,woning,2022/05/24 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sint-Bernardsesteenweg 614, 2660 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75642,35316,SINT-BERNARDSESTEENWEG,614,,,H,Hoboken,2660,volledig pand,woning,2022/05/24 00:00:00+00,opname,61.2005887256375,109.671946395309"
"Terlindenhofstraat 179, 2170 Merksem",48.9,C,NEE,48.9,0.0,5.436,5-10 km,5.7,1,0,1,1,opname:1,gebouw:1,gelijkvloers,TERLINDENHOFSTRAAT,179,,2170,Merksem,,0,2020/10/29 00:00:00+00,2020/10/29 00:00:00+00,128.74818722043,46.9673036163912,16.3,86.4,31.5,76.0,77.1,0,,,,,,,,,,hoog,"Terlindenhofstraat 179, 2170 Antwerpen",51.24748272521517,4.443929871471027,155248.89,215288.48,75348,32599,,M,opname,gebouw,2020/10/29 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Terlindenhofstraat 179, 2170 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75348,32599,TERLINDENHOFSTRAAT,179,,,M,Merksem,2170,gelijkvloers,gebouw,2020/10/29 00:00:00+00,opname,46.9673036163912,128.74818722043"
"Hessenplein 37, 2000 Antwerpen",48.8,C,NEE,48.8,0.0,3.089,2-5 km,2.2,1,0,1,1,opname:1,gebouw:1,volledig pand,HESSENPLEIN,37,,2000,Antwerpen,,0,2024/05/03 00:00:00+00,2024/05/03 00:00:00+00,227.929519869929,66.3644599033407,35.7,52.4,31.5,84.9,83.9,0,,,,,,,,,,hoog,"Hessenplein 37, 2000 Antwerpen",51.225839844336726,4.41014865320125,152891.47,212878.72,75802,39016,,A,opname,gebouw,2024/05/03 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Hessenplein 37, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75802,39016,HESSENPLEIN,37,,,A,Antwerpen,2000,volledig pand,gebouw,2024/05/03 00:00:00+00,opname,66.3644599033407,227.929519869929"
