adres,score_totaal,prioriteit,mogelijk_bevel_tot_afbraak,score_totaal_origineel,score_afbraak_boost,afstand_hemelsbreed_km,afstand_bucket,leegstand_jaren_sinds_eerste_opname,opname_count,kennisgeving_count,samengevoegde_regels,unieke_pnd_ids_count,reg_status_telling,reg_aard_telling,reg_entiteiten,pva_straat,pva_huisnr1,pva_huisnr2,pva_postcode,pnd_district,busnummers,busnummer_count,eerste_opnamedatum,laatste_opnamedatum,shape_areas,shape_lengths,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,afbraak_match_count,afbraak_match_type,afbraak_match_reasons,afbraak_omv_nummers,afbraak_statussen,afbraak_datums,afbraak_adres_bron,afbraak_omschrijving,afbraak_bronnen,afbraak_detail_urls,geocode_quality,geocode_formatted_address,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,objectids,pnd_ids,pva_busnr,pnd_district_code,reg_statussen,reg_aarden,alle_opnamedata,verschillende_velden,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_location_type,geocode_error,score_uitleg,bronregels_volledig
"Sanderusstraat 70, 2018 Antwerpen",66.9,B,NEE,66.9,0.0,1.769,1-2 km,16.5,1,0,1,1,opname:1,gebouw:1,nvt,SANDERUSSTRAAT,70,,2018,Antwerpen,,0,2010/01/01 00:00:00+00,2010/01/01 00:00:00+00,169.838173881439,58.5880191262639,55.5,100.0,31.5,80.3,81.5,0,,,,,,,,,,hoog,"Sanderusstraat 70, 2018 Antwerpen",51.20666321965916,4.403124989065241,152401.82,210744.98,75513,7153,,A,opname,gebouw,2010/01/01 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sanderusstraat 70, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75513,7153,SANDERUSSTRAAT,70,,,A,Antwerpen,2018,nvt,gebouw,2010/01/01 00:00:00+00,opname,58.5880191262639,169.838173881439"
"Vestingstraat 59-63, 2018 Antwerpen",66.9,B,NEE,66.9,0.0,1.850,1-2 km,6.8,1,0,1,1,opname:1,gebouw:1,winkel 3,VESTINGSTRAAT,59,63,2018,Antwerpen,,0,2019/09/09 00:00:00+00,2019/09/09 00:00:00+00,390.577964291431,84.9519740295837,54.0,93.6,31.5,93.3,88.8,0,,,,,,,,,,hoog,"Vestingstraat 59, 2018 Antwerpen",51.216078977664985,4.419714153027356,153560.45,211793.2,75215,30916,,A,opname,gebouw,2019/09/09 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Vestingstraat 59, 2018 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75215,30916,VESTINGSTRAAT,59,63,,A,Antwerpen,2018,winkel 3,gebouw,2019/09/09 00:00:00+00,opname,84.9519740295837,390.577964291431"
"Sint-Jacobsmarkt 95, 2000 Antwerpen",66.8,B,NEE,66.8,0.0,2.365,2-5 km,5.7,4,0,4,4,opname:4,woning:3 | gebouw:1,gelijkvloers | 1e verdieping | 2e verdieping | 3e verdieping,SINT-JACOBSMARKT,95,,2000,Antwerpen,,0,2020/10/20 00:00:00+00,2020/10/22 00:00:00+00,83.5127083204002,50.8200041072386,45.5,86.6,73.2,69.3,78.7,0,,,,,,,,,,hoog,"Sint-Jacobsmarkt 95, 2000 Antwerpen",51.22005259836775,4.415121784629118,153239.29,212235.07,75645 | 75646 | 75647 | 75648,31506 | 32710 | 32712 | 32713,,A,opname,gebouw | woning,2020/10/20 00:00:00+00 | 2020/10/22 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Sint-Jacobsmarkt 95, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75645,31506,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,gelijkvloers,gebouw,2020/10/20 00:00:00+00,opname,50.8200041072386,83.5127083204002 | 75646,32710,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,1e verdieping,woning,2020/10/22 00:00:00+00,opname,50.8200041072386,83.5127083204002 | 75647,32712,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,2e verdieping,woning,2020/10/22 00:00:00+00,opname,50.8200041072386,83.5127083204002 | 75648,32713,SINT-JACOBSMARKT,95,,,A,Antwerpen,2000,3e verdieping,woning,2020/10/22 00:00:00+00,opname,50.8200041072386,83.5127083204002"
"Stijfselstraat 28-30, 2000 Antwerpen",66.8,B,NEE,66.8,0.0,3.127,2-5 km,7.0,5,0,5,5,opname:5,woning:3 | gebouw:2,verdieping 1 | verdieping 2 | verdieping 3 | tussenverdieping | verdieping 4,STIJFSELSTRAAT,28,30,2000,Antwerpen,,0,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,94.6127159051489,39.5507210843973,35.3,94.7,81.5,71.3,73.8,0,,,,,,,,,,middel,"Stijfselstraat, Antwerpen",51.226351587646576,4.410801590876913,152937.05,212935.68,75722 | 75723 | 75724 | 75725 | 75726,30543 | 30599 | 30600 | 30601 | 30602,,A,opname,woning | gebouw,2019/06/28 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard,"Auwersstraat 66, 2600 Antwerpen","Stijfselstraat, 2000 Antwerpen",straat_postcode,gevonden,basisregisters_straat,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75722,30543,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 1,woning,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75723,30599,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 2,woning,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75724,30600,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 3,woning,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75725,30601,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,tussenverdieping,gebouw,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489 | 75726,30602,STIJFSELSTRAAT,28,30,,A,Antwerpen,2000,verdieping 4,gebouw,2019/06/28 00:00:00+00,opname,39.5507210843973,94.6127159051489"
"Broederminstraat 50, 2018 Antwerpen",66.7,B,NEE,66.7,0.0,2.173,2-5 km,11.0,1,0,1,1,opname:1,gebouw:1,nvt,BROEDERMINSTRAAT,50,,2018,Antwerpen,,0,2015/07/13 00:00:00+00,2015/07/13 00:00:00+00,335.673812451687,109.037437800638,48.5,100.0,31.5,90.9,93.7,0,,,,,,,,,,hoog,"Broederminstraat 50, 2018 Antwerpen",51.2018542575663,4.395122658301838,151842.76,210209.73,75059,23484,,A,opname,gebouw,2015/07/13 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Broederminstraat 50, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75059,23484,BROEDERMINSTRAAT,50,,,A,Antwerpen,2018,nvt,gebouw,2015/07/13 00:00:00+00,opname,109.037437800638,335.673812451687"
"Vondelstraat 10-14, 2060 Antwerpen",66.5,B,NEE,66.5,0.0,2.806,2-5 km,7.9,1,0,2,2,opname:1 | aanvraagschrapping:1,gebouw:1 | woning:1,Handelsgelijkvloers | Verdieping 1 + 2,VONDELSTRAAT,10,14,2060,Antwerpen,,0,2018/08/03 00:00:00+00,2018/08/03 00:00:00+00,329.184985058266,81.1739102895003,39.2,99.6,50.0,90.6,87.9,0,,,,,,,,,,hoog,"Vondelstraat 10, 2060 Antwerpen",51.22440410077693,4.4163446152669135,153324.41,212719.25,75694 | 75695,29059 | 29060,,A,opname | aanvraagschrapping,gebouw | woning,2018/08/03 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_status,"Auwersstraat 66, 2600 Antwerpen","Vondelstraat 10, 2060 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75694,29059,VONDELSTRAAT,10,14,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2018/08/03 00:00:00+00,opname,81.1739102895003,329.184985058266 | 75695,29060,VONDELSTRAAT,10,14,,A,Antwerpen,2060,Verdieping 1 + 2,woning,2018/08/03 00:00:00+00,aanvraagschrapping,81.1739102895003,329.184985058266"
"Lange Kievitstraat 54, 2018 Antwerpen",66.4,B,NEE,66.4,0.0,1.484,1-2 km,5.2,1,0,1,1,opname:1,gebouw:1,handelshuis,LANGE KIEVITSTRAAT,54,,2018,Antwerpen,,0,2021/04/26 00:00:00+00,2021/04/26 00:00:00+00,281.507273915748,102.922096524251,61.0,82.9,31.5,88.2,92.6,0,,,,,,,,,,hoog,"Lange Kievitstraat 54, 2018 Antwerpen",51.21273341137758,4.420100702276796,153587.72,211421.01,75655,33402,,A,opname,gebouw,2021/04/26 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Lange Kievitstraat 54, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75655,33402,LANGE KIEVITSTRAAT,54,,,A,Antwerpen,2018,handelshuis,gebouw,2021/04/26 00:00:00+00,opname,102.922096524251,281.507273915748"
"Generaal Lemanstraat 18, 2600 Berchem",66.1,B,NEE,66.1,0.0,1.109,1-2 km,3.9,1,0,1,1,opname:1,gebouw:1,gelijkvloers,GENERAAL LEMANSTRAAT,18,,2600,Berchem,,0,2022/08/03 00:00:00+00,2022/08/03 00:00:00+00,243.458391528039,90.973697071284,69.1,72.4,31.5,85.9,90.1,0,,,,,,,,,,hoog,"Generaal Lemanstraat 18, 2600 Antwerpen",51.19685278851711,4.410973702151153,152950.97,209653.82,75354,35636,,R,opname,gebouw,2022/08/03 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Generaal Lemanstraat 18, 2600 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75354,35636,GENERAAL LEMANSTRAAT,18,,,R,Berchem,2600,gelijkvloers,gebouw,2022/08/03 00:00:00+00,opname,90.973697071284,243.458391528039"
"Waalsekaai 56, 2000 Antwerpen",66.1,B,NEE,66.1,0.0,2.889,2-5 km,11.9,3,0,3,3,opname:3,woning:2 | gebouw:1,Handelsgelijkvloers | woning 1 | woning 2,WAALSEKAAI,56,,2000,Antwerpen,,0,2014/08/04 00:00:00+00,2018/03/12 00:00:00+00,106.964872735159,50.8652843064867,38.2,100.0,63.1,73.2,78.7,0,,,,,,,,,,hoog,"Waalsekaai 56, 2000 Antwerpen",51.20826092808062,4.386901188657124,151267.95,210922.32,75288 | 75289 | 75290,22221 | 28405 | 28406,,A,opname,gebouw | woning,2014/08/04 00:00:00+00 | 2018/03/12 00:00:00+00,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"Auwersstraat 66, 2600 Antwerpen","Waalsekaai 56, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75288,22221,WAALSEKAAI,56,,,A,Antwerpen,2000,Handelsgelijkvloers,gebouw,2014/08/04 00:00:00+00,opname,50.8652843064867,106.964872735159 | 75289,28405,WAALSEKAAI,56,,,A,Antwerpen,2000,woning 1,woning,2018/03/12 00:00:00+00,opname,50.8652843064867,106.964872735159 | 75290,28406,WAALSEKAAI,56,,,A,Antwerpen,2000,woning 2,woning,2018/03/12 00:00:00+00,opname,50.8652843064867,106.964872735159"
"Herentalsebaan 84-86, 2100 Deurne",66.0,B,NEE,66.0,0.0,2.325,2-5 km,11.1,1,0,1,1,opname:1,gebouw:1,Handelsgelijkvloers,HERENTALSEBAAN,84,86,2100,Deurne,,0,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,391.234172656924,97.7591655939697,46.1,100.0,31.5,93.3,91.5,0,,,,,,,,,,hoog,"Herentalsebaan 84, 2100 Antwerpen",51.209426216984824,4.45569183677582,156075.17,211055.41,74899,23321,,D,opname,gebouw,2015/06/12 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Herentalsebaan 84, 2100 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74899,23321,HERENTALSEBAAN,84,86,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2015/06/12 00:00:00+00,opname,97.7591655939697,391.234172656924"
"Sint-Willibrordusstraat 43, 2060 Antwerpen",66.0,B,NEE,66.0,0.0,2.240,2-5 km,12.1,1,0,1,1,opname:1,gebouw:1,nvt,SINT-WILLIBRORDUSSTRAAT,43,,2060,Antwerpen,,0,2014/06/02 00:00:00+00,2014/06/02 00:00:00+00,330.043118824146,89.5338027760261,47.4,100.0,31.5,90.7,89.8,0,,,,,,,,,,hoog,"Sint-Willibrordusstraat 43, 2060 Antwerpen",51.21982695553253,4.431034413164211,154351.07,212210.79,75520,12155,,A,opname,gebouw,2014/06/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sint-Willibrordusstraat 43, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75520,12155,SINT-WILLIBRORDUSSTRAAT,43,,,A,Antwerpen,2060,nvt,gebouw,2014/06/02 00:00:00+00,opname,89.5338027760261,330.043118824146"
"Sint-Willibrordusstraat 45, 2060 Antwerpen",66.0,B,NEE,66.0,0.0,2.235,2-5 km,12.1,1,0,1,1,opname:1,gebouw:1,nvt,SINT-WILLIBRORDUSSTRAAT,45,,2060,Antwerpen,,0,2014/06/02 00:00:00+00,2014/06/02 00:00:00+00,330.043118824146,89.5338027760261,47.5,100.0,31.5,90.7,89.8,0,,,,,,,,,,hoog,"Sint-Willibrordusstraat 45, 2060 Antwerpen",51.21978030885431,4.431028624988275,154350.67,212205.6,75521,21867,,A,opname,gebouw,2014/06/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Sint-Willibrordusstraat 45, 2060 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75521,21867,SINT-WILLIBRORDUSSTRAAT,45,,,A,Antwerpen,2060,nvt,gebouw,2014/06/02 00:00:00+00,opname,89.5338027760261,330.043118824146"
"Turnhoutsebaan 335, 2140 Borgerhout",66.0,B,NEE,66.0,0.0,1.933,1-2 km,9.8,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,TURNHOUTSEBAAN,335,,2140,Borgerhout,,0,2016/09/02 00:00:00+00,2016/09/02 00:00:00+00,155.774669935725,70.4596742032055,52.5,100.0,31.5,79.0,85.1,0,,,,,,,,,,hoog,"Turnhoutsebaan 335, 2140 Antwerpen",51.21430674098769,4.441597972374914,155089.72,211597.32,75156,26225,,T,opname,gebouw,2016/09/02 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 335, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75156,26225,TURNHOUTSEBAAN,335,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2016/09/02 00:00:00+00,opname,70.4596742032055,155.774669935725"
"Bouwhandelstraat 105, 2140 Borgerhout",65.7,B,NEE,65.7,0.0,1.425,1-2 km,5.2,1,0,1,1,opname:1,woning:1,volledig pand,BOUWHANDELSTRAAT,105,,2140,Borgerhout,,0,2021/05/03 00:00:00+00,2021/05/03 00:00:00+00,191.396528802758,83.9792368382362,62.2,82.8,31.5,82.2,88.5,0,,,,,,,,,,hoog,"Bouwhandelstraat 105, 2140 Antwerpen",51.203765937421835,4.4455059035502025,155364.01,210424.89,75771,33414,,T,opname,woning,2021/05/03 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Bouwhandelstraat 105, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75771,33414,BOUWHANDELSTRAAT,105,,,T,Borgerhout,2140,volledig pand,woning,2021/05/03 00:00:00+00,opname,83.9792368382362,191.396528802758"
"Hortensiastraat 20, 2020 Antwerpen",65.5,B,NEE,65.5,0.0,2.872,2-5 km,7.2,2,0,2,2,opname:2,woning:2,gelijkvloers | 1ste verdiep,HORTENSIASTRAAT,20,,2020,Antwerpen,,0,2019/04/08 00:00:00+00,2019/04/08 00:00:00+00,297.911017991916,99.2725399767346,38.4,95.9,50.0,89.1,91.8,0,,,,,,,,,,hoog,"Hortensiastraat 20, 2020 Antwerpen",51.18470328562014,4.392882858771017,151686.85,208301.57,75029 | 75030,30093 | 30094,,A,opname,woning,2019/04/08 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Hortensiastraat 20, 2020 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75029,30093,HORTENSIASTRAAT,20,,,A,Antwerpen,2020,gelijkvloers,woning,2019/04/08 00:00:00+00,opname,99.2725399767346,297.911017991916 | 75030,30094,HORTENSIASTRAAT,20,,,A,Antwerpen,2020,1ste verdiep,woning,2019/04/08 00:00:00+00,opname,99.2725399767346,297.911017991916"
"Frankrijklei 138, 2000 Antwerpen",65.4,B,NEE,65.4,0.0,1.873,1-2 km,7.1,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,FRANKRIJKLEI,138,,2000,Antwerpen,,0,2019/06/13 00:00:00+00,2019/06/13 00:00:00+00,190.220749395601,67.3107666846885,53.6,94.9,31.5,82.1,84.2,0,,,,,,,,,,hoog,"Frankrijklei 138, 2000 Antwerpen",51.21357421026916,4.41035768671537,152906.85,211514.12,74964,28895,,A,opname,gebouw,2019/06/13 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Frankrijklei 138, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74964,28895,FRANKRIJKLEI,138,,,A,Antwerpen,2000,handelsgelijkvloers,gebouw,2019/06/13 00:00:00+00,opname,67.3107666846885,190.220749395601"
"Wipstraat 29, 2018 Antwerpen",65.2,B,NEE,65.2,0.0,1.233,1-2 km,2.7,3,0,3,3,opname:3,woning:3,gelijkvloers | 1ste verdieping | 2de verdieping,WIPSTRAAT,29,,2018,Antwerpen,,0,2023/10/02 00:00:00+00,2023/10/02 00:00:00+00,82.7593065197864,41.9857836579068,66.3,60.1,63.1,69.2,75.0,0,,,,,,,,,,hoog,"Wipstraat 29, 2018 Antwerpen",51.210985942163106,4.424853043660498,153919.95,211226.84,74906 | 74907 | 74908,36920 | 36921 | 36922,,A,opname,woning,2023/10/02 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Wipstraat 29, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"74906,36920,WIPSTRAAT,29,,,A,Antwerpen,2018,gelijkvloers,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864 | 74907,36921,WIPSTRAAT,29,,,A,Antwerpen,2018,1ste verdieping,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864 | 74908,36922,WIPSTRAAT,29,,,A,Antwerpen,2018,2de verdieping,woning,2023/10/02 00:00:00+00,opname,41.9857836579068,82.7593065197864"
"Justitiestraat 85-87, 2018 Antwerpen",65.1,B,NEE,65.1,0.0,1.816,1-2 km,7.3,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,JUSTITIESTRAAT,85,87,2018,Antwerpen,,0,2019/02/28 00:00:00+00,2019/02/28 00:00:00+00,136.850305379638,51.5842727127165,54.6,96.5,31.5,77.0,79.0,0,,,,,,,,,,hoog,"Justitiestraat 85, 2018 Antwerpen",51.2079750773697,4.403441209568793,152423.85,210890.94,75349,29909,,A,opname,gebouw,2019/02/28 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Justitiestraat 85, 2018 Antwerpen",eerste_huisnummer,gevonden,basisregisters_huisnummer_aangeduidDoorBeheerder,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75349,29909,JUSTITIESTRAAT,85,87,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/02/28 00:00:00+00,opname,51.5842727127165,136.850305379638"
"Lange Herentalsestraat 16, 2018 Antwerpen",65.1,B,NEE,65.1,0.0,1.869,1-2 km,7.2,1,0,1,1,opname:1,gebouw:1,gebouw,LANGE HERENTALSESTRAAT,16,,2018,Antwerpen,,0,2019/04/09 00:00:00+00,2019/04/09 00:00:00+00,145.302043977806,63.6304356396733,53.6,95.9,31.5,77.9,83.1,0,,,,,,,,,,hoog,"Lange Herentalsestraat 16, 2018 Antwerpen",51.21576351208185,4.417117373807792,153379.03,211757.98,75257,30098,,A,opname,gebouw,2019/04/09 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Lange Herentalsestraat 16, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75257,30098,LANGE HERENTALSESTRAAT,16,,,A,Antwerpen,2018,gebouw,gebouw,2019/04/09 00:00:00+00,opname,63.6304356396733,145.302043977806"
"Maréestraat 48, 2140 Borgerhout",65.0,B,NEE,65.0,0.0,1.476,1-2 km,5.3,1,0,1,1,opname:1,woning:1,volledig pand,MARÉESTRAAT,48,,2140,Borgerhout,,0,2021/03/04 00:00:00+00,2021/03/04 00:00:00+00,156.283203360535,69.1550659763829,61.1,84.0,31.5,79.0,84.7,0,,,,,,,,,,hoog,"Maréestraat 48, 2140 Antwerpen",51.212084945879845,4.434528190454693,154595.94,211349.67,75089,33107,,T,opname,woning,2021/03/04 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Maréestraat 48, 2140 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75089,33107,MARÉESTRAAT,48,,,T,Borgerhout,2140,volledig pand,woning,2021/03/04 00:00:00+00,opname,69.1550659763829,156.283203360535"
"Vestingstraat 22, 2018 Antwerpen",64.8,B,NEE,64.8,0.0,1.942,1-2 km,6.9,1,0,1,1,opname:1,gebouw:1,gebouw,VESTINGSTRAAT,22,,2018,Antwerpen,,0,2019/08/20 00:00:00+00,2019/08/20 00:00:00+00,183.48504950715,75.6089906263669,52.3,93.9,31.5,81.5,86.5,0,,,,,,,,,,hoog,"Vestingstraat 22, 2018 Antwerpen",51.216704704855744,4.418360502037485,153465.82,211862.75,75804,6668,,A,opname,gebouw,2019/08/20 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Vestingstraat 22, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75804,6668,VESTINGSTRAAT,22,,,A,Antwerpen,2018,gebouw,gebouw,2019/08/20 00:00:00+00,opname,75.6089906263669,183.48504950715"
"Breydelstraat 12, 2018 Antwerpen",64.7,B,NEE,64.7,0.0,2.160,2-5 km,7.7,1,0,1,1,opname:1,gebouw:1,handelsgelijkvloers,BREYDELSTRAAT,12,,2018,Antwerpen,,0,2018/10/17 00:00:00+00,2018/10/17 00:00:00+00,197.148804437229,70.1943591426653,48.7,98.5,31.5,82.7,85.0,0,,,,,,,,,,hoog,"Breydelstraat 12, 2018 Antwerpen",51.21885519474404,4.419163042425007,153521.73,212102.04,75742,29377,,A,opname,gebouw,2018/10/17 00:00:00+00,,"Auwersstraat 66, 2600 Antwerpen","Breydelstraat 12, 2018 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75742,29377,BREYDELSTRAAT,12,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2018/10/17 00:00:00+00,opname,70.1943591426653,197.148804437229"
"Lange Vlierstraat 6, 2000 Antwerpen",64.7,B,NEE,64.7,0.0,2.607,2-5 km,5.3,4,0,4,4,opname:4,woning:4,gelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping,LANGE VLIERSTRAAT,6,,2000,Antwerpen,1 | 101 | 201 | 301,4,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,86.2634044951376,44.5838053241636,41.9,83.6,73.2,69.8,76.1,0,,,,,,,,,,hoog,"Lange Vlierstraat 6, 2000 Antwerpen",51.21444126987024,4.396764027108912,151956.94,211610.13,75369 | 75370 | 75371 | 75372,33264 | 33265 | 33266 | 33267,1,A,opname,woning,2021/03/24 00:00:00+00,OBJECTID | pnd_id | reg_entiteit,"Auwersstraat 66, 2600 Antwerpen","Lange Vlierstraat 6, 2000 Antwerpen",volledig_huisnummer,gevonden,basisregisters_huisnummer_afgeleidVanObject,,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"75369,33264,LANGE VLIERSTRAAT,6,,1,A,Antwerpen,2000,gelijkvloers,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376 | 75370,33265,LANGE VLIERSTRAAT,6,,101,A,Antwerpen,2000,1ste verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376 | 75371,33266,LANGE VLIERSTRAAT,6,,201,A,Antwerpen,2000,2de verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376 | 75372,33267,LANGE VLIERSTRAAT,6,,301,A,Antwerpen,2000,3de verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376"
