score_totaal,prioriteit,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,opname_count,kennisgeving_count,leegstand_jaren_sinds_eerste_opname,score_uitleg,adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,busnummers,busnummer_count,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_quality,geocode_formatted_address,geocode_location_type,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,afstand_hemelsbreed_km,afstand_bucket,geocode_error
65.1,B,54.6,96.5,31.5,77.0,79.0,1,0,7.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Justitiestraat 85-87, 2018 Antwerpen",JUSTITIESTRAAT,85,87,,A,Antwerpen,2018,,0,1,1,75349,29909,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/02/28 00:00:00+00,2019/02/28 00:00:00+00,2019/02/28 00:00:00+00,51.5842727127165,136.850305379638,,"75349,29909,JUSTITIESTRAAT,85,87,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2019/02/28 00:00:00+00,opname,51.5842727127165,136.850305379638","Auwersstraat 66, 2600 Antwerpen","Justitiestraat 85, 2018 Antwerpen",eerste_huisnummer,gevonden,hoog,"Justitiestraat 85, 2018 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.2079750773697,4.403441209568793,152423.85,210890.94,1.816,1-2 km,
65.1,B,53.6,95.9,31.5,77.9,83.1,1,0,7.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lange Herentalsestraat 16, 2018 Antwerpen",LANGE HERENTALSESTRAAT,16,,,A,Antwerpen,2018,,0,1,1,75257,30098,gebouw,gebouw,gebouw:1,opname,opname:1,2019/04/09 00:00:00+00,2019/04/09 00:00:00+00,2019/04/09 00:00:00+00,63.6304356396733,145.302043977806,,"75257,30098,LANGE HERENTALSESTRAAT,16,,,A,Antwerpen,2018,gebouw,gebouw,2019/04/09 00:00:00+00,opname,63.6304356396733,145.302043977806","Auwersstraat 66, 2600 Antwerpen","Lange Herentalsestraat 16, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lange Herentalsestraat 16, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21576351208185,4.417117373807792,153379.03,211757.98,1.869,1-2 km,
65.0,B,61.1,84.0,31.5,79.0,84.7,1,0,5.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Maréestraat 48, 2140 Borgerhout",MARÉESTRAAT,48,,,T,Borgerhout,2140,,0,1,1,75089,33107,volledig pand,woning,woning:1,opname,opname:1,2021/03/04 00:00:00+00,2021/03/04 00:00:00+00,2021/03/04 00:00:00+00,69.1550659763829,156.283203360535,,"75089,33107,MARÉESTRAAT,48,,,T,Borgerhout,2140,volledig pand,woning,2021/03/04 00:00:00+00,opname,69.1550659763829,156.283203360535","Auwersstraat 66, 2600 Antwerpen","Maréestraat 48, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Maréestraat 48, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.212084945879845,4.434528190454693,154595.94,211349.67,1.476,1-2 km,
64.8,B,52.3,93.9,31.5,81.5,86.5,1,0,6.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Vestingstraat 22, 2018 Antwerpen",VESTINGSTRAAT,22,,,A,Antwerpen,2018,,0,1,1,75804,6668,gebouw,gebouw,gebouw:1,opname,opname:1,2019/08/20 00:00:00+00,2019/08/20 00:00:00+00,2019/08/20 00:00:00+00,75.6089906263669,183.48504950715,,"75804,6668,VESTINGSTRAAT,22,,,A,Antwerpen,2018,gebouw,gebouw,2019/08/20 00:00:00+00,opname,75.6089906263669,183.48504950715","Auwersstraat 66, 2600 Antwerpen","Vestingstraat 22, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Vestingstraat 22, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.216704704855744,4.418360502037485,153465.82,211862.75,1.942,1-2 km,
64.7,B,48.7,98.5,31.5,82.7,85.0,1,0,7.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Breydelstraat 12, 2018 Antwerpen",BREYDELSTRAAT,12,,,A,Antwerpen,2018,,0,1,1,75742,29377,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2018/10/17 00:00:00+00,2018/10/17 00:00:00+00,2018/10/17 00:00:00+00,70.1943591426653,197.148804437229,,"75742,29377,BREYDELSTRAAT,12,,,A,Antwerpen,2018,handelsgelijkvloers,gebouw,2018/10/17 00:00:00+00,opname,70.1943591426653,197.148804437229","Auwersstraat 66, 2600 Antwerpen","Breydelstraat 12, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Breydelstraat 12, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21885519474404,4.419163042425007,153521.73,212102.04,2.160,2-5 km,
64.7,B,41.9,83.6,73.2,69.8,76.1,4,0,5.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lange Vlierstraat 6, 2000 Antwerpen",LANGE VLIERSTRAAT,6,,1,A,Antwerpen,2000,1 | 101 | 201 | 301,4,4,4,75369 | 75370 | 75371 | 75372,33264 | 33265 | 33266 | 33267,gelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping,woning,woning:4,opname,opname:4,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,2021/03/24 00:00:00+00,44.5838053241636,86.2634044951376,OBJECTID | pnd_id | reg_entiteit,"75369,33264,LANGE VLIERSTRAAT,6,,1,A,Antwerpen,2000,gelijkvloers,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376 | 75370,33265,LANGE VLIERSTRAAT,6,,101,A,Antwerpen,2000,1ste verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376 | 75371,33266,LANGE VLIERSTRAAT,6,,201,A,Antwerpen,2000,2de verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376 | 75372,33267,LANGE VLIERSTRAAT,6,,301,A,Antwerpen,2000,3de verdieping,woning,2021/03/24 00:00:00+00,opname,44.5838053241636,86.2634044951376","Auwersstraat 66, 2600 Antwerpen","Lange Vlierstraat 6, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lange Vlierstraat 6, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21444126987024,4.396764027108912,151956.94,211610.13,2.607,2-5 km,
64.6,B,46.8,87.7,31.5,100.0,100.0,1,0,5.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Herentalsebaan 27-49, 2100 Deurne",HERENTALSEBAAN,27,49,,D,Deurne,2100,,0,1,1,75541,31680,gelijkvloers links,gebouw,gebouw:1,opname,opname:1,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,454.679526169653,4972.01698082058,,"75541,31680,HERENTALSEBAAN,27,49,,D,Deurne,2100,gelijkvloers links,gebouw,2020/08/17 00:00:00+00,opname,454.679526169653,4972.01698082058","Auwersstraat 66, 2600 Antwerpen","Herentalsebaan 27, 2100 Antwerpen",eerste_huisnummer,gevonden,hoog,"Herentalsebaan 27, 2100 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21045354970067,4.454039378367949,155959.56,211169.57,2.279,2-5 km,
64.6,B,39.5,97.9,31.5,100.0,100.0,1,0,7.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Beukenlaan 78, 2020 Antwerpen",BEUKENLAAN,78,,,A,Antwerpen,2020,,0,1,1,75027,29614,woning,woning,woning:1,opname,opname:1,2018/11/29 00:00:00+00,2018/11/29 00:00:00+00,2018/11/29 00:00:00+00,264.924471822358,2799.75315547475,,"75027,29614,BEUKENLAAN,78,,,A,Antwerpen,2020,woning,woning,2018/11/29 00:00:00+00,opname,264.924471822358,2799.75315547475","Auwersstraat 66, 2600 Antwerpen","Beukenlaan 78, 2020 Antwerpen",volledig_huisnummer,gevonden,hoog,"Beukenlaan 78, 2020 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.176849146373165,4.410702489150066,152933.29,207428.34,2.784,2-5 km,
64.5,B,64.6,88.1,31.5,65.6,71.8,1,0,5.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bleekhofstraat 2, 2018 Antwerpen",BLEEKHOFSTRAAT,2,,,A,Antwerpen,2018,,0,1,1,75578,31405,1ste+2de verdieping,woning,woning:1,opname,opname:1,2020/07/30 00:00:00+00,2020/07/30 00:00:00+00,2020/07/30 00:00:00+00,35.6004885160185,65.4931442344631,,"75578,31405,BLEEKHOFSTRAAT,2,,,A,Antwerpen,2018,1ste+2de verdieping,woning,2020/07/30 00:00:00+00,opname,35.6004885160185,65.4931442344631","Auwersstraat 66, 2600 Antwerpen","Bleekhofstraat 2, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bleekhofstraat 2, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21171955732347,4.426370846490308,154025.95,211308.54,1.312,1-2 km,
64.5,B,53.5,96.8,31.5,73.8,79.6,1,0,7.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Paleisstraat 15, 2018 Antwerpen",PALEISSTRAAT,15,,,A,Antwerpen,2018,,0,1,1,75065,29094,glv,gebouw,gebouw:1,opname,opname:1,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,2019/02/07 00:00:00+00,53.3545682998906,111.1577358766,,"75065,29094,PALEISSTRAAT,15,,,A,Antwerpen,2018,glv,gebouw,2019/02/07 00:00:00+00,opname,53.3545682998906,111.1577358766","Auwersstraat 66, 2600 Antwerpen","Paleisstraat 15, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Paleisstraat 15, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20734579738131,4.40190564960969,152316.57,210820.88,1.879,1-2 km,
64.5,B,47.1,96.0,31.5,90.6,85.7,1,0,7.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bouwmeestersstraat 1, 2000 Antwerpen",BOUWMEESTERSSTRAAT,1,,,A,Antwerpen,2000,,0,1,1,75377,30077,woning,woning,woning:1,opname,opname:1,2019/04/05 00:00:00+00,2019/04/05 00:00:00+00,2019/04/05 00:00:00+00,72.5340266129703,328.939877380637,,"75377,30077,BOUWMEESTERSSTRAAT,1,,,A,Antwerpen,2000,woning,woning,2019/04/05 00:00:00+00,opname,72.5340266129703,328.939877380637","Auwersstraat 66, 2600 Antwerpen","Bouwmeestersstraat 1, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bouwmeestersstraat 1, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20794337107325,4.396347776892545,151928.13,210887.2,2.260,2-5 km,
64.5,B,42.6,100.0,31.5,93.5,88.0,1,0,9.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Floraliënlaan 444, 2610 Wilrijk",FLORALIËNLAAN,444,,,W,Wilrijk,2610,,0,1,1,75427,27016,1ste verdiep links,woning,woning:1,opname,opname:1,2017/04/06 00:00:00+00,2017/04/06 00:00:00+00,2017/04/06 00:00:00+00,81.6050141204965,394.471469438611,,"75427,27016,FLORALIËNLAAN,444,,,W,Wilrijk,2610,1ste verdiep links,woning,2017/04/06 00:00:00+00,opname,81.6050141204965,394.471469438611","Auwersstraat 66, 2600 Antwerpen","Floraliënlaan 444, 2610 Antwerpen",volledig_huisnummer,gevonden,hoog,"Floraliënlaan 444, 2610 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.177279103828646,4.43261305486395,154465.48,207477.28,2.562,2-5 km,
64.5,B,22.5,83.4,88.6,92.1,87.4,6,0,5.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Amandus Geenenlaan 1, 2100 Deurne",AMANDUS GEENENLAAN,1,,,D,Deurne,2100,,0,6,6,75068 | 75069 | 75070 | 75071 | 75072 | 75073,33098 | 33143 | 33144 | 33145 | 33146 | 33147,gelijkvloers links | gelijkvloers rechts | 1ste verdieping links | 1ste verdieping rechts | 2de verdieping links | 2de verdieping rechts,woning,woning:6,opname,opname:6,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,79.1439435395706,361.058258899241,OBJECTID | pnd_id | reg_entiteit,"75068,33098,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75069,33143,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75070,33144,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75071,33145,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75072,33146,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75073,33147,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241","Auwersstraat 66, 2600 Antwerpen","Amandus Geenenlaan 1, 2100 Antwerpen",volledig_huisnummer,gevonden,hoog,"Amandus Geenenlaan 1, 2100 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22546394307596,4.475538383439429,157459.51,212841.5,4.475,2-5 km,
64.4,B,50.1,96.2,31.5,82.5,82.4,1,0,7.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Gravinstraat 44, 2140 Borgerhout",GRAVINSTRAAT,44,,,T,Borgerhout,2140,,0,1,1,75295,29991,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,61.4977642856132,195.492567873513,,"75295,29991,GRAVINSTRAAT,44,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2019/03/19 00:00:00+00,opname,61.4977642856132,195.492567873513","Auwersstraat 66, 2600 Antwerpen","Gravinstraat 44, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Gravinstraat 44, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21500125085783,4.443491903442422,155221.98,211674.72,2.072,2-5 km,
64.3,B,53.6,88.0,31.5,82.6,91.4,1,0,5.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Turnhoutsebaan 28, 2140 Borgerhout",TURNHOUTSEBAAN,28,,,T,Borgerhout,2140,,0,1,1,75602,27497,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,97.0836842147095,196.230300374716,,"75602,27497,TURNHOUTSEBAAN,28,,,T,Borgerhout,2140,gelijkvloers,gebouw,2020/07/31 00:00:00+00,opname,97.0836842147095,196.230300374716","Auwersstraat 66, 2600 Antwerpen","Turnhoutsebaan 28, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Turnhoutsebaan 28, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21660088627794,4.429579681894158,154249.73,211851.79,1.871,1-2 km,
64.2,B,46.2,81.2,73.2,62.7,69.7,4,0,5.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Kipdorpbrug 2, 2000 Antwerpen",KIPDORPBRUG,2,,,A,Antwerpen,2000,,0,4,4,75157 | 75158 | 75159 | 75160,31505 | 33827 | 33828 | 33829,1ste verdieping | 2de verdieping | 3de verdieping | 3de+4de verdieping,woning,woning:4,opname,opname:4,2021/07/16 00:00:00+00,2021/07/16 00:00:00+00,2021/07/16 00:00:00+00,32.0210524452598,54.0879113055661,OBJECTID | pnd_id | reg_entiteit,"75157,31505,KIPDORPBRUG,2,,,A,Antwerpen,2000,1ste verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75158,33827,KIPDORPBRUG,2,,,A,Antwerpen,2000,2de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75159,33828,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661 | 75160,33829,KIPDORPBRUG,2,,,A,Antwerpen,2000,3de+4de verdieping,woning,2021/07/16 00:00:00+00,opname,32.0210524452598,54.0879113055661","Auwersstraat 66, 2600 Antwerpen","Kipdorpbrug 2, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Kipdorpbrug 2, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21962054028126,4.415312282500786,153252.63,212187.01,2.316,2-5 km,
63.8,B,68.8,55.7,31.5,99.7,94.4,1,0,2.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Vincentiusstraat 10, 2018 Antwerpen",SINT-VINCENTIUSSTRAAT,10,,,A,Antwerpen,2018,,0,1,1,74980,36837,volledig pand,woning,woning:1,opname,opname:1,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,2024/02/05 00:00:00+00,113.175609303896,586.98973530926,,"74980,36837,SINT-VINCENTIUSSTRAAT,10,,,A,Antwerpen,2018,volledig pand,woning,2024/02/05 00:00:00+00,opname,113.175609303896,586.98973530926","Auwersstraat 66, 2600 Antwerpen","Sint-Vincentiusstraat 10, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Vincentiusstraat 10, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20651230975786,4.413878418178837,153153.35,210728.6,1.123,1-2 km,
63.6,B,35.2,59.8,100.0,82.3,80.7,12,0,2.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Morgenstraat 3, 2000 Antwerpen",MORGENSTRAAT,3,,,A,Antwerpen,2000,,0,12,12,75745 | 75746 | 75747 | 75748 | 75749 | 75750 | 75751 | 75752 | 75753 | 75754 | 75755 | 75756,36691 | 36806 | 36807 | 36808 | 36809 | 36810 | 36811 | 36812 | 36813 | 36814 | 36815 | 36816,1ste verdieping (K101) | 1ste verdieping (K102) | 1ste verdieping (K103) | 1ste verdieping (K104) | 1ste verdieping (K105) | 1ste verdieping (K106) | 2de verdieping (K201) | 2de verdieping (K202) | 2de verdieping (K203) | 2de verdieping (K204) | 2de verdieping (K205) | 2de verdieping (K206),kamer,kamer:12,opname,opname:12,2023/10/13 00:00:00+00,2023/10/13 00:00:00+00,2023/10/13 00:00:00+00,56.3565521551304,192.682396798335,OBJECTID | pnd_id | reg_entiteit,"75745,36691,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K101),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75746,36806,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K102),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75747,36807,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K103),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75748,36808,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K104),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75749,36809,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K105),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75750,36810,MORGENSTRAAT,3,,,A,Antwerpen,2000,1ste verdieping (K106),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75751,36811,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K201),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75752,36812,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K202),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75753,36813,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K203),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75754,36814,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K204),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75755,36815,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K205),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335 | 75756,36816,MORGENSTRAAT,3,,,A,Antwerpen,2000,2de verdieping (K206),kamer,2023/10/13 00:00:00+00,opname,56.3565521551304,192.682396798335","Auwersstraat 66, 2600 Antwerpen","Morgenstraat 3, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Morgenstraat 3, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.226488416364205,4.411225583404351,152966.66,212950.92,3.131,2-5 km,
63.5,B,47.0,79.4,50.0,86.1,85.4,1,0,4.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Frankrijklei 14, 2000 Antwerpen",FRANKRIJKLEI,14,,,A,Antwerpen,2000,,0,2,2,75668 | 75669,21971 | 34234,3de verdieping | gelijkvloers,woning | gebouw,woning:1 | gebouw:1,aanvraagschrapping | opname,aanvraagschrapping:1 | opname:1,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,2021/10/12 00:00:00+00,71.7001353712616,246.159975338859,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_status,"75668,21971,FRANKRIJKLEI,14,,,A,Antwerpen,2000,3de verdieping,woning,2021/10/12 00:00:00+00,aanvraagschrapping,71.7001353712616,246.159975338859 | 75669,34234,FRANKRIJKLEI,14,,,A,Antwerpen,2000,gelijkvloers,gebouw,2021/10/12 00:00:00+00,opname,71.7001353712616,246.159975338859","Auwersstraat 66, 2600 Antwerpen","Frankrijklei 14, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Frankrijklei 14, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.219123184127994,4.4151580596927325,153241.89,212131.67,2.267,2-5 km,
63.5,B,46.9,76.0,73.2,63.7,72.4,4,0,4.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Vleminckveld 35, 2000 Antwerpen",VLEMINCKVELD,35,,,A,Antwerpen,2000,,0,4,4,75490 | 75491 | 75492 | 75493,34837 | 34838 | 34839 | 34840,gelijkvloers | 1ste verdieping | 2de verdieping | 3de verdieping,woning,woning:4,opname,opname:4,2022/03/11 00:00:00+00,2022/03/11 00:00:00+00,2022/03/11 00:00:00+00,36.7446901857959,57.9610076262653,OBJECTID | pnd_id | reg_entiteit,"75490,34837,VLEMINCKVELD,35,,,A,Antwerpen,2000,gelijkvloers,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653 | 75491,34838,VLEMINCKVELD,35,,,A,Antwerpen,2000,1ste verdieping,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653 | 75492,34839,VLEMINCKVELD,35,,,A,Antwerpen,2000,2de verdieping,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653 | 75493,34840,VLEMINCKVELD,35,,,A,Antwerpen,2000,3de verdieping,woning,2022/03/11 00:00:00+00,opname,36.7446901857959,57.9610076262653","Auwersstraat 66, 2600 Antwerpen","Vleminckveld 35, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Vleminckveld 35, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21461732834822,4.403482313798653,152426.37,211629.92,2.271,2-5 km,
63.5,B,45.6,75.5,50.0,94.0,92.7,2,0,4.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Franklin Rooseveltplaats 5, 2060 Antwerpen",FRANKLIN ROOSEVELTPLAATS,5,,27,A,Antwerpen,2060,27,1,2,2,74918 | 74919,23991 | 36601,9e verdieping D1 | gelijkvloers,woning | gebouw,woning:1 | gebouw:1,opname,opname:2,2022/03/30 00:00:00+00,2023/07/17 00:00:00+00,2022/03/30 00:00:00+00 | 2023/07/17 00:00:00+00,103.451592747798,407.736536347857,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"74918,23991,FRANKLIN ROOSEVELTPLAATS,5,,27,A,Antwerpen,2060,9e verdieping D1,woning,2022/03/30 00:00:00+00,opname,103.451592747798,407.736536347857 | 74919,36601,FRANKLIN ROOSEVELTPLAATS,5,,,A,Antwerpen,2060,gelijkvloers,gebouw,2023/07/17 00:00:00+00,opname,103.451592747798,407.736536347857","Auwersstraat 66, 2600 Antwerpen","Franklin Rooseveltplaats 5, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Franklin Rooseveltplaats 5, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22040254769883,4.417253076634639,153388.17,212274.1,2.359,2-5 km,
63.4,B,74.5,45.0,31.5,99.5,98.2,1,0,1.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Belgiëlei 136, 2018 Antwerpen",BELGIËLEI,136,,201,A,Antwerpen,2018,201,1,1,1,75497,39882,Appartement 2de verdieping,woning,woning:1,opname,opname:1,2024/10/24 00:00:00+00,2024/10/24 00:00:00+00,2024/10/24 00:00:00+00,137.232986652278,581.175999676134,,"75497,39882,BELGIËLEI,136,,201,A,Antwerpen,2018,Appartement 2de verdieping,woning,2024/10/24 00:00:00+00,opname,137.232986652278,581.175999676134","Auwersstraat 66, 2600 Antwerpen","Belgiëlei 136, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Belgiëlei 136, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20478117547202,4.4160440013566,153304.82,210536.1,0.884,0-1 km,
63.4,B,36.3,99.9,31.5,100.0,91.9,1,0,8.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Minderbroedersrui 9, 2000 Antwerpen",MINDERBROEDERSRUI,9,,,A,Antwerpen,2000,,0,1,1,75872,28995,handelsgelijkvloers rechts,gebouw,gebouw:1,opname,opname:1,2018/07/06 00:00:00+00,2018/07/06 00:00:00+00,2018/07/06 00:00:00+00,99.7590573266532,614.398738101286,,"75872,28995,MINDERBROEDERSRUI,9,,,A,Antwerpen,2000,handelsgelijkvloers rechts,gebouw,2018/07/06 00:00:00+00,opname,99.7590573266532,614.398738101286","Auwersstraat 66, 2600 Antwerpen","Minderbroedersrui 9, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Minderbroedersrui 9, 2000 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.22334151550941,4.403608607294248,152434.73,212600.53,3.040,2-5 km,
