score_totaal,prioriteit,score_afstand,score_ouderdom,score_deduplicaties,score_area,score_length,opname_count,kennisgeving_count,leegstand_jaren_sinds_eerste_opname,score_uitleg,adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,busnummers,busnummer_count,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig,afstand_origin_adres,geocode_query,geocode_strategy,geocode_status,geocode_quality,geocode_formatted_address,geocode_location_type,lat_wgs84,lon_wgs84,x_lambert72,y_lambert72,afstand_hemelsbreed_km,afstand_bucket,geocode_error
53.5,C,17.4,94.2,31.5,84.1,92.8,1,0,6.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bredabaan 508, 2170 Merksem",BREDABAAN,508,,,M,Merksem,2170,,0,1,1,75075,30811,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/07/31 00:00:00+00,2019/07/31 00:00:00+00,2019/07/31 00:00:00+00,104.265290063835,215.626122094593,,"75075,30811,BREDABAAN,508,,,M,Merksem,2170,handelsgelijkvloers,gebouw,2019/07/31 00:00:00+00,opname,104.265290063835,215.626122094593","Auwersstraat 66, 2600 Antwerpen","Bredabaan 508, 2170 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bredabaan 508, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.245287443753,4.446380305898111,155420.25,215044.42,5.242,5-10 km,
53.4,C,37.9,55.2,31.5,100.0,100.0,1,0,2.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Venusstraat 17, 2000 Antwerpen",VENUSSTRAAT,17,,28,A,Antwerpen,2000,28,1,1,1,75869,35590,3e verdieping rechts/28,woning,woning:1,opname,opname:1,2024/02/19 00:00:00+00,2024/02/19 00:00:00+00,2024/02/19 00:00:00+00,201.474856836754,2289.91712403434,,"75869,35590,VENUSSTRAAT,17,,28,A,Antwerpen,2000,3e verdieping rechts/28,woning,2024/02/19 00:00:00+00,opname,201.474856836754,2289.91712403434","Auwersstraat 66, 2600 Antwerpen","Venusstraat 17, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Venusstraat 17, 2000 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.22384110496366,4.4091109313071195,152819.1,212656.31,2.912,2-5 km,
53.3,C,64.5,30.3,31.5,82.8,87.1,1,0,0.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Dianalaan 143, 2600 Berchem",DIANALAAN,143,,,R,Berchem,2600,,0,1,1,75434,46887,volledig pand,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,77.9469919832434,199.011915761744,,"75434,46887,DIANALAAN,143,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,77.9469919832434,199.011915761744","Auwersstraat 66, 2600 Antwerpen","Dianalaan 143, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Dianalaan 143, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.196881849484136,4.444267599808196,155278.25,209658.92,1.317,1-2 km,
53.2,C,17.4,91.5,31.5,91.0,87.4,1,0,6.5,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Laarbekestraat 17, 2170 Merksem",LAARBEKESTRAAT,17,,,M,Merksem,2170,,0,1,1,74853,31472,1ste verdiep rechts,woning,woning:1,opname,opname:1,2020/01/13 00:00:00+00,2020/01/13 00:00:00+00,2020/01/13 00:00:00+00,79.3023402617529,337.252498040939,,"74853,31472,LAARBEKESTRAAT,17,,,M,Merksem,2170,1ste verdiep rechts,woning,2020/01/13 00:00:00+00,opname,79.3023402617529,337.252498040939","Auwersstraat 66, 2600 Antwerpen","Laarbekestraat 17, 2170 Antwerpen",volledig_huisnummer,gevonden,hoog,"Laarbekestraat 17, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.24698642139983,4.429643998332573,154251.42,215232.34,5.241,5-10 km,
53.1,C,60.4,43.1,31.5,72.0,78.4,1,0,1.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Langstraat 91, 2140 Borgerhout",LANGSTRAAT,91,,,T,Borgerhout,2140,,0,1,1,75477,21654,volledig pand,woning,woning:1,opname,opname:1,2024/12/02 00:00:00+00,2024/12/02 00:00:00+00,2024/12/02 00:00:00+00,49.9863114131032,99.0265139620212,,"75477,21654,LANGSTRAAT,91,,,T,Borgerhout,2140,volledig pand,woning,2024/12/02 00:00:00+00,opname,49.9863114131032,99.0265139620212","Auwersstraat 66, 2600 Antwerpen","Langstraat 91, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Langstraat 91, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21267502806707,4.433575648585774,154529.32,211415.26,1.512,1-2 km,
53.1,C,37.6,69.3,31.5,80.4,83.2,1,0,3.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Onderwijsstraat 45, 2060 Antwerpen",ONDERWIJSSTRAAT,45,,1,A,Antwerpen,2060,1,1,1,1,75514,36024,gelijkvloers,woning,woning:1,opname,opname:1,2022/12/02 00:00:00+00,2022/12/02 00:00:00+00,2022/12/02 00:00:00+00,64.0595427739843,170.07575842813,,"75514,36024,ONDERWIJSSTRAAT,45,,1,A,Antwerpen,2060,gelijkvloers,woning,2022/12/02 00:00:00+00,opname,64.0595427739843,170.07575842813","Auwersstraat 66, 2600 Antwerpen","Onderwijsstraat 45, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Onderwijsstraat 45, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.225726056541525,4.434758494767551,154610.67,212867.32,2.933,2-5 km,
53.1,C,34.5,79.4,31.5,71.6,78.3,1,0,4.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Fuggerstraat 34, 2060 Antwerpen",FUGGERSTRAAT,34,,,A,Antwerpen,2060,,0,1,1,75778,32872,volledig pand,woning,woning:1,opname,opname:1,2021/10/13 00:00:00+00,2021/10/13 00:00:00+00,2021/10/13 00:00:00+00,49.9212241014467,96.536387409954,,"75778,32872,FUGGERSTRAAT,34,,,A,Antwerpen,2060,volledig pand,woning,2021/10/13 00:00:00+00,opname,49.9212241014467,96.536387409954","Auwersstraat 66, 2600 Antwerpen","Fuggerstraat 34, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Fuggerstraat 34, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22826254387396,4.418483917991882,153473.57,213148.62,3.196,2-5 km,
53.0,C,63.0,30.3,31.5,83.3,88.2,1,0,0.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Valkenputstraat 84, 2600 Berchem",VALKENPUTSTRAAT,84,,,R,Berchem,2600,,0,1,1,74959,46879,volledig pand,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,82.3836728306935,205.532795902631,,"74959,46879,VALKENPUTSTRAAT,84,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,82.3836728306935,205.532795902631","Auwersstraat 66, 2600 Antwerpen","Valkenputstraat 84, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Valkenputstraat 84, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.196888725092116,4.44530679310165,155350.89,209659.76,1.387,1-2 km,
53.0,C,62.9,30.3,31.5,84.0,88.3,1,0,0.9,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Valkenputstraat 82, 2600 Berchem",VALKENPUTSTRAAT,82,,,R,Berchem,2600,,0,1,1,75794,46872,volledig pand,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,82.8344998551879,215.374291960207,,"75794,46872,VALKENPUTSTRAAT,82,,,R,Berchem,2600,volledig pand,woning,2025/07/22 00:00:00+00,opname,82.8344998551879,215.374291960207","Auwersstraat 66, 2600 Antwerpen","Valkenputstraat 82, 2600 Antwerpen",volledig_huisnummer,gevonden,hoog,"Valkenputstraat 82, 2600 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.196890016942596,4.44539305994412,155356.92,209659.91,1.393,1-2 km,
53.0,C,29.5,52.6,63.1,83.7,86.0,3,0,2.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Karel Soetelaan 25, 2150 Borsbeek",KAREL SOETELAAN,25,,1,K,Borsbeek,2150,1 | 2,2,3,3,75201 | 75202 | 75203,40809 | 40810 | 40818,1ste verdieping | 2de verdieping | gelijkvloers,woning | gebouw,woning:2 | gebouw:1,opname,opname:3,2024/04/29 00:00:00+00,2024/04/29 00:00:00+00,2024/04/29 00:00:00+00,73.7376399833852,210.424510017159,OBJECTID | pnd_id | reg_entiteit | reg_aard,"75201,40809,KAREL SOETELAAN,25,,1,K,Borsbeek,2150,1ste verdieping,woning,2024/04/29 00:00:00+00,opname,73.7376399833852,210.424510017159 | 75202,40810,KAREL SOETELAAN,25,,2,K,Borsbeek,2150,2de verdieping,woning,2024/04/29 00:00:00+00,opname,73.7376399833852,210.424510017159 | 75203,40818,KAREL SOETELAAN,25,,,K,Borsbeek,2150,gelijkvloers,gebouw,2024/04/29 00:00:00+00,opname,73.7376399833852,210.424510017159","Auwersstraat 66, 2600 Antwerpen","Karel Soetelaan 25, 2150 Antwerpen",volledig_huisnummer,gevonden,hoog,"Karel Soetelaan 25, 2150 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.199016845952364,4.478466095245433,157668.41,209899.45,3.664,2-5 km,
53.0,C,19.7,100.0,31.5,73.1,74.9,1,0,8.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Windmolenstraat 145, 2660 Hoboken",WINDMOLENSTRAAT,145,,,H,Hoboken,2660,,0,1,1,75335,27873,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2017/10/30 00:00:00+00,2017/10/30 00:00:00+00,2017/10/30 00:00:00+00,41.9614247516452,106.178373474531,,"75335,27873,WINDMOLENSTRAAT,145,,,H,Hoboken,2660,handelsgelijkvloers,gebouw,2017/10/30 00:00:00+00,opname,41.9614247516452,106.178373474531","Auwersstraat 66, 2600 Antwerpen","Windmolenstraat 145, 2660 Antwerpen",volledig_huisnummer,gevonden,hoog,"Windmolenstraat 145, 2660 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.17729547164605,4.366337289450971,149830.78,207477.14,4.876,2-5 km,
52.9,C,40.0,74.6,31.5,66.9,73.6,1,0,4.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Sint-Katelijnevest 7, 2000 Antwerpen",SINT-KATELIJNEVEST,7,,,A,Antwerpen,2000,,0,1,1,74942,15652,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/05/10 00:00:00+00,2022/05/10 00:00:00+00,2022/05/10 00:00:00+00,39.1927370920069,71.5175285992026,,"74942,15652,SINT-KATELIJNEVEST,7,,,A,Antwerpen,2000,gelijkvloers,gebouw,2022/05/10 00:00:00+00,opname,39.1927370920069,71.5175285992026","Auwersstraat 66, 2600 Antwerpen","Sint-Katelijnevest 7, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Sint-Katelijnevest 7, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.220929556023314,4.405412533096389,152560.89,212332.25,2.746,2-5 km,
52.9,C,18.3,100.0,31.5,73.0,79.9,1,0,9.6,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Bredabaan 443, 2170 Merksem",BREDABAAN,443,,,M,Merksem,2170,,0,1,1,75809,26685,nvt,gebouw,gebouw:1,opname,opname:1,2016/11/30 00:00:00+00,2016/11/30 00:00:00+00,2016/11/30 00:00:00+00,54.0942809934584,105.912058978135,,"75809,26685,BREDABAAN,443,,,M,Merksem,2170,nvt,gebouw,2016/11/30 00:00:00+00,opname,54.0942809934584,105.912058978135","Auwersstraat 66, 2600 Antwerpen","Bredabaan 443, 2170 Antwerpen",volledig_huisnummer,gevonden,hoog,"Bredabaan 443, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.24408350275717,4.445221193653959,155339.45,214910.39,5.091,5-10 km,
52.9,C,16.5,86.7,31.5,96.9,93.5,1,0,5.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Antwerpsesteenweg 114-116, 2660 Hoboken",ANTWERPSESTEENWEG,114,116,,H,Hoboken,2660,,0,1,1,75538,32692,2de verdieping,woning,woning:1,opname,opname:1,2020/10/12 00:00:00+00,2020/10/12 00:00:00+00,2020/10/12 00:00:00+00,108.185414212146,493.032149134267,,"75538,32692,ANTWERPSESTEENWEG,114,116,,H,Hoboken,2660,2de verdieping,woning,2020/10/12 00:00:00+00,opname,108.185414212146,493.032149134267","Auwersstraat 66, 2600 Antwerpen","Antwerpsesteenweg 114, 2660 Antwerpen",eerste_huisnummer,gevonden,hoog,"Antwerpsesteenweg 114, 2660 Antwerpen",basisregisters_huisnummer_aangeduidDoorBeheerder,51.17837662675856,4.356786978231442,149162.94,207597.48,5.404,5-10 km,
52.8,C,62.2,27.5,31.5,90.7,87.1,1,0,0.8,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Van Eycklei 23-602, 2018 Antwerpen",VAN EYCKLEI,23,602,,A,Antwerpen,2018,,0,1,1,75424,48037,6de verdieping rechts,woning,woning:1,opname,opname:1,2025/09/02 00:00:00+00,2025/09/02 00:00:00+00,2025/09/02 00:00:00+00,77.9649183676153,330.781200243809,,"75424,48037,VAN EYCKLEI,23,602,,A,Antwerpen,2018,6de verdieping rechts,woning,2025/09/02 00:00:00+00,opname,77.9649183676153,330.781200243809","Auwersstraat 66, 2600 Antwerpen","Van Eycklei 23, 2018 Antwerpen",eerste_huisnummer,gevonden,hoog,"Van Eycklei 23, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21029475551701,4.414048559816032,153164.98,211149.42,1.426,1-2 km,
52.8,C,61.5,33.3,31.5,81.3,85.4,1,0,1.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lode Cantensstraat 5, 2140 Borgerhout",LODE CANTENSSTRAAT,5,,,T,Borgerhout,2140,,0,1,1,75172,46120,volledig pand,woning,woning:1,opname,opname:1,2025/06/03 00:00:00+00,2025/06/03 00:00:00+00,2025/06/03 00:00:00+00,71.6497674606102,180.859835754024,,"75172,46120,LODE CANTENSSTRAAT,5,,,T,Borgerhout,2140,volledig pand,woning,2025/06/03 00:00:00+00,opname,71.6497674606102,180.859835754024","Auwersstraat 66, 2600 Antwerpen","Lode Cantensstraat 5, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lode Cantensstraat 5, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.204874049196285,4.44534448493293,155352.6,210548.16,1.456,1-2 km,
52.8,C,21.7,79.5,31.5,94.5,96.5,1,0,4.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Koornbloemplein 11, 2610 Wilrijk",KOORNBLOEMPLEIN,11,,,W,Wilrijk,2610,,0,1,1,75193,34218,volledig pand,woning,woning:1,opname,opname:1,2021/10/07 00:00:00+00,2021/10/07 00:00:00+00,2021/10/07 00:00:00+00,125.449038815259,422.51111734479,,"75193,34218,KOORNBLOEMPLEIN,11,,,W,Wilrijk,2610,volledig pand,woning,2021/10/07 00:00:00+00,opname,125.449038815259,422.51111734479","Auwersstraat 66, 2600 Antwerpen","Koornbloemplein 11, 2610 Antwerpen",volledig_huisnummer,gevonden,hoog,"Koornbloemplein 11, 2610 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.16879493896525,4.383201844159379,151010.32,206531.54,4.580,2-5 km,
52.7,C,61.4,33.4,31.5,81.4,85.4,1,0,1.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Lode Cantensstraat 3, 2140 Borgerhout",LODE CANTENSSTRAAT,3,,,T,Borgerhout,2140,,0,1,1,74983,46076,volledig pand,woning,woning:1,opname,opname:1,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,71.5624550304339,181.263595815761,,"74983,46076,LODE CANTENSSTRAAT,3,,,T,Borgerhout,2140,volledig pand,woning,2025/06/02 00:00:00+00,opname,71.5624550304339,181.263595815761","Auwersstraat 66, 2600 Antwerpen","Lode Cantensstraat 3, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Lode Cantensstraat 3, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.20488280169923,4.4454303496692695,155358.6,210549.14,1.462,1-2 km,
52.7,C,55.5,51.2,31.5,68.1,74.9,1,0,2.1,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Justitiestraat 63, 2018 Antwerpen",JUSTITIESTRAAT,63,,,A,Antwerpen,2018,,0,1,1,75739,39202,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,2024/06/03 00:00:00+00,41.9552871646827,77.1221211883252,,"75739,39202,JUSTITIESTRAAT,63,,,A,Antwerpen,2018,gelijkvloers,gebouw,2024/06/03 00:00:00+00,opname,41.9552871646827,77.1221211883252","Auwersstraat 66, 2600 Antwerpen","Justitiestraat 63, 2018 Antwerpen",volledig_huisnummer,gevonden,hoog,"Justitiestraat 63, 2018 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.208313603317094,4.404552735847001,152501.51,210928.64,1.769,1-2 km,
52.7,C,28.8,76.3,31.5,85.7,86.3,1,0,4.4,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Frederik Van Eedenplein 9, 2050 Antwerpen",FREDERIK VAN EEDENPLEIN,9,,,A,Antwerpen,2050,,0,1,1,75053,34789,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/02/24 00:00:00+00,2022/02/24 00:00:00+00,2022/02/24 00:00:00+00,75.0976255930459,239.010861334994,,"75053,34789,FREDERIK VAN EEDENPLEIN,9,,,A,Antwerpen,2050,gelijkvloers,gebouw,2022/02/24 00:00:00+00,opname,75.0976255930459,239.010861334994","Auwersstraat 66, 2600 Antwerpen","Frederik Van Eedenplein 9, 2050 Antwerpen",volledig_huisnummer,gevonden,hoog,"Frederik van Eedenplein 9, 2050 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.221948829230925,4.385766069179363,151188.26,212445.14,3.732,2-5 km,
52.6,C,47.6,59.1,31.5,73.1,75.8,1,0,2.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Karel Geertsstraat 1, 2140 Borgerhout",KAREL GEERTSSTRAAT,1,,,T,Borgerhout,2140,,0,1,1,75656,37075,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,43.8834402963933,106.653985207542,,"75656,37075,KAREL GEERTSSTRAAT,1,,,T,Borgerhout,2140,gelijkvloers,gebouw,2023/11/02 00:00:00+00,opname,43.8834402963933,106.653985207542","Auwersstraat 66, 2600 Antwerpen","Karel Geertsstraat 1, 2140 Antwerpen",volledig_huisnummer,gevonden,hoog,"Karel Geertsstraat 1, 2140 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.2159605593488,4.445201421977021,155341.32,211781.57,2.229,2-5 km,
52.6,C,38.2,70.2,31.5,75.2,79.7,1,0,3.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Van Kerckhovenstraat 15, 2060 Antwerpen",VAN KERCKHOVENSTRAAT,15,,,A,Antwerpen,2060,,0,1,1,75436,35930,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/10/28 00:00:00+00,2022/10/28 00:00:00+00,2022/10/28 00:00:00+00,53.6464604152785,122.054995836684,,"75436,35930,VAN KERCKHOVENSTRAAT,15,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/10/28 00:00:00+00,opname,53.6464604152785,122.054995836684","Auwersstraat 66, 2600 Antwerpen","Van Kerckhovenstraat 15, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Van Kerckhovenstraat 15, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.225796265865384,4.422645135641889,153764.45,212874.44,2.887,2-5 km,
52.5,C,13.4,100.0,31.5,79.8,87.2,1,0,9.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Secretaris Meyerlei 100, 2170 Merksem",SECRETARIS MEYERLEI,100,,,M,Merksem,2170,,0,1,1,75184,27140,glv+1ste,woning,woning:1,opname,opname:1,2017/03/31 00:00:00+00,2017/03/31 00:00:00+00,2017/03/31 00:00:00+00,78.2622776600656,163.796768707523,,"75184,27140,SECRETARIS MEYERLEI,100,,,M,Merksem,2170,glv+1ste,woning,2017/03/31 00:00:00+00,opname,78.2622776600656,163.796768707523","Auwersstraat 66, 2600 Antwerpen","Secretaris Meyerlei 100, 2170 Antwerpen",volledig_huisnummer,gevonden,hoog,"Secretaris Meyerlei 100, 2170 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.25028883013399,4.458206628034108,156245.39,215601.79,6.036,5-10 km,
52.4,C,47.2,59.9,31.5,71.5,74.9,1,0,2.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Offerandestraat 21, 2060 Antwerpen",OFFERANDESTRAAT,21,,,A,Antwerpen,2060,,0,1,1,75770,37018,"1,2,3de verdieping",woning,woning:1,opname,opname:1,2023/10/10 00:00:00+00,2023/10/10 00:00:00+00,2023/10/10 00:00:00+00,41.9341986748717,96.3194330980622,,"75770,37018,OFFERANDESTRAAT,21,,,A,Antwerpen,2060,1,2,3de verdieping,woning,2023/10/10 00:00:00+00,opname,41.9341986748717,96.3194330980622","Auwersstraat 66, 2600 Antwerpen","Offerandestraat 21, 2060 Antwerpen",volledig_huisnummer,gevonden,hoog,"Offerandestraat 21, 2060 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.22013943471363,4.424732512639124,153910.75,212245.2,2.250,2-5 km,
52.4,C,37.1,79.0,31.5,63.4,72.0,1,0,4.7,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Grote Markt 6, 2000 Antwerpen",GROTE MARKT,6,,,A,Antwerpen,2000,,0,1,1,75180,32378,volledig pand,gebouw,gebouw:1,opname,opname:1,2021/10/28 00:00:00+00,2021/10/28 00:00:00+00,2021/10/28 00:00:00+00,36.1348322112277,56.9455924079725,,"75180,32378,GROTE MARKT,6,,,A,Antwerpen,2000,volledig pand,gebouw,2021/10/28 00:00:00+00,opname,36.1348322112277,56.9455924079725","Auwersstraat 66, 2600 Antwerpen","Grote Markt 6, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Grote Markt 6, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.220733925046545,4.39937205007256,152138.88,212310.29,2.972,2-5 km,
52.4,C,30.2,75.5,31.5,84.8,81.7,1,0,4.3,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Viide-Olympiadelaan 135, 2020 Antwerpen",VIIDE-OLYMPIADELAAN,135,,,A,Antwerpen,2020,,0,1,1,75862,35133,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/04/01 00:00:00+00,2022/04/01 00:00:00+00,2022/04/01 00:00:00+00,59.2651528950513,226.298661120302,,"75862,35133,VIIDE-OLYMPIADELAAN,135,,,A,Antwerpen,2020,gelijkvloers,gebouw,2022/04/01 00:00:00+00,opname,59.2651528950513,226.298661120302","Auwersstraat 66, 2600 Antwerpen","Viide-Olympiadelaan 135, 2020 Antwerpen",volledig_huisnummer,gevonden,hoog,"VIIde-Olympiadelaan 135, 2020 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.182875863625036,4.382372485938697,150952.01,208098.07,3.596,2-5 km,
52.4,C,29.7,63.4,31.5,100.0,97.8,1,0,3.0,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Overwinningstraat 61, 2610 Wilrijk",OVERWINNINGSTRAAT,61,,,W,Wilrijk,2610,,0,1,1,75617,36251,volledig pand,woning,woning:1,opname,opname:1,2023/06/21 00:00:00+00,2023/06/21 00:00:00+00,2023/06/21 00:00:00+00,134.245879742908,635.107119387212,,"75617,36251,OVERWINNINGSTRAAT,61,,,W,Wilrijk,2610,volledig pand,woning,2023/06/21 00:00:00+00,opname,134.245879742908,635.107119387212","Auwersstraat 66, 2600 Antwerpen","Overwinningstraat 61, 2610 Antwerpen",volledig_huisnummer,gevonden,hoog,"Overwinningstraat 61, 2610 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.175420318184834,4.391438550679627,151586.19,207268.78,3.646,2-5 km,
52.4,C,22.1,83.3,31.5,85.4,91.6,1,0,5.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Koornbloemstraat 93, 2610 Wilrijk",KOORNBLOEMSTRAAT,93,,,W,Wilrijk,2610,,0,1,1,75633,33344,ééngezinswoning,woning,woning:1,opname,opname:1,2021/04/09 00:00:00+00,2021/04/09 00:00:00+00,2021/04/09 00:00:00+00,97.9101889103926,234.818858575693,,"75633,33344,KOORNBLOEMSTRAAT,93,,,W,Wilrijk,2610,ééngezinswoning,woning,2021/04/09 00:00:00+00,opname,97.9101889103926,234.818858575693","Auwersstraat 66, 2600 Antwerpen","Koornbloemstraat 93, 2610 Antwerpen",volledig_huisnummer,gevonden,hoog,"Koornbloemstraat 93, 2610 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.169921402151,4.382349640796503,150950.69,206656.85,4.526,2-5 km,
52.3,C,40.8,53.2,50.0,71.9,76.4,2,0,2.2,35% afstand + 25% ouderdom + 20% samengevoegde_regels + 12% shape_area + 8% shape_length,"Eiermarkt 19, 2000 Antwerpen",EIERMARKT,19,,,A,Antwerpen,2000,,0,2,2,75441 | 75442,38657 | 38658,woning 1 | woning 2,woning,woning:2,opname,opname:2,2024/04/12 00:00:00+00,2024/04/12 00:00:00+00,2024/04/12 00:00:00+00,45.3206357515046,98.6517883771361,OBJECTID | pnd_id | reg_entiteit,"75441,38657,EIERMARKT,19,,,A,Antwerpen,2000,woning 1,woning,2024/04/12 00:00:00+00,opname,45.3206357515046,98.6517883771361 | 75442,38658,EIERMARKT,19,,,A,Antwerpen,2000,woning 2,woning,2024/04/12 00:00:00+00,opname,45.3206357515046,98.6517883771361","Auwersstraat 66, 2600 Antwerpen","Eiermarkt 19, 2000 Antwerpen",volledig_huisnummer,gevonden,hoog,"Eiermarkt 19, 2000 Antwerpen",basisregisters_huisnummer_afgeleidVanObject,51.21955392636173,4.403520271822,152428.76,212179.14,2.692,2-5 km,
