adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig
"Lakborslei 2, 2100 Deurne",LAKBORSLEI,2,,,D,Deurne,2100,1,1,74970,28340,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2018/03/06 00:00:00+00,2018/03/06 00:00:00+00,2018/03/06 00:00:00+00,42.3086488535698,82.1635733965458,,"74970,28340,LAKBORSLEI,2,,,D,Deurne,2100,handelsgelijkvloers,gebouw,2018/03/06 00:00:00+00,opname,42.3086488535698,82.1635733965458"
"Lakborslei 65, 2100 Deurne",LAKBORSLEI,65,,,D,Deurne,2100,1,1,75302,28583,nvt,gebouw,gebouw:1,opname,opname:1,2018/04/20 00:00:00+00,2018/04/20 00:00:00+00,2018/04/20 00:00:00+00,116.703909510354,373.9368656009,,"75302,28583,LAKBORSLEI,65,,,D,Deurne,2100,nvt,gebouw,2018/04/20 00:00:00+00,opname,116.703909510354,373.9368656009"
"Lakborslei 67, 2100 Deurne",LAKBORSLEI,67,,,D,Deurne,2100,1,1,75007,28584,nvt,gebouw,gebouw:1,opname,opname:1,2018/04/20 00:00:00+00,2018/04/20 00:00:00+00,2018/04/20 00:00:00+00,35.3391996592971,53.5365645930943,,"75007,28584,LAKBORSLEI,67,,,D,Deurne,2100,nvt,gebouw,2018/04/20 00:00:00+00,opname,35.3391996592971,53.5365645930943"
"Meeuwenhoflei 84, 2100 Deurne",MEEUWENHOFLEI,84,,,D,Deurne,2100,1,1,74901,36248,volledig pand,woning,woning:1,opname,opname:1,2024/07/23 00:00:00+00,2024/07/23 00:00:00+00,2024/07/23 00:00:00+00,34.2770274966769,68.7284827741225,,"74901,36248,MEEUWENHOFLEI,84,,,D,Deurne,2100,volledig pand,woning,2024/07/23 00:00:00+00,opname,34.2770274966769,68.7284827741225"
"Oudedonklaan 113, 2100 Deurne",OUDEDONKLAAN,113,,,D,Deurne,2100,1,1,75063,35600,volledig pand,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2022/07/28 00:00:00+00,2022/07/28 00:00:00+00,2022/07/28 00:00:00+00,70.8370733705421,157.555061874681,,"75063,35600,OUDEDONKLAAN,113,,,D,Deurne,2100,volledig pand,woning,2022/07/28 00:00:00+00,aanvraagschrapping,70.8370733705421,157.555061874681"
"Oudedonklaan 29, 2100 Deurne",OUDEDONKLAAN,29,,,D,Deurne,2100,1,1,75216,35592,volledig pand,woning,woning:1,opname,opname:1,2022/07/26 00:00:00+00,2022/07/26 00:00:00+00,2022/07/26 00:00:00+00,66.568405825117,150.244209940084,,"75216,35592,OUDEDONKLAAN,29,,,D,Deurne,2100,volledig pand,woning,2022/07/26 00:00:00+00,opname,66.568405825117,150.244209940084"
"Plankenbergstraat 9-1, 2100 Deurne",PLANKENBERGSTRAAT,9,1,,D,Deurne,2100,1,1,75563,45061,gelijkvloers,woning,woning:1,opname,opname:1,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,37.5836215603495,70.4458888051259,,"75563,45061,PLANKENBERGSTRAAT,9,1,,D,Deurne,2100,gelijkvloers,woning,2025/06/02 00:00:00+00,opname,37.5836215603495,70.4458888051259"
"Plankenbergstraat 9-101, 2100 Deurne",PLANKENBERGSTRAAT,9,101,,D,Deurne,2100,1,1,75564,45063,1ste verdieping,woning,woning:1,opname,opname:1,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,37.5836215603495,70.4458888051259,,"75564,45063,PLANKENBERGSTRAAT,9,101,,D,Deurne,2100,1ste verdieping,woning,2025/06/02 00:00:00+00,opname,37.5836215603495,70.4458888051259"
"Plankenbergstraat 9-201, 2100 Deurne",PLANKENBERGSTRAAT,9,201,,D,Deurne,2100,1,1,75565,45064,2de verdieping,woning,woning:1,opname,opname:1,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,2025/06/02 00:00:00+00,37.5836215603495,70.4458888051259,,"75565,45064,PLANKENBERGSTRAAT,9,201,,D,Deurne,2100,2de verdieping,woning,2025/06/02 00:00:00+00,opname,37.5836215603495,70.4458888051259"
"Professor Van Den Wildenberglaan 2, 2100 Deurne",PROFESSOR VAN DEN WILDENBERGLAAN,2,,,D,Deurne,2100,1,1,74914,33432,volledig pand,gebouw,gebouw:1,opname,opname:1,2021/05/12 00:00:00+00,2021/05/12 00:00:00+00,2021/05/12 00:00:00+00,669.893620669158,15787.9387122651,,"74914,33432,PROFESSOR VAN DEN WILDENBERGLAAN,2,,,D,Deurne,2100,volledig pand,gebouw,2021/05/12 00:00:00+00,opname,669.893620669158,15787.9387122651"
"Regenbooglei 18, 2100 Deurne",REGENBOOGLEI,18,,,D,Deurne,2100,1,1,75571,29631,ééngezinswoning,woning,woning:1,opname,opname:1,2018/12/07 00:00:00+00,2018/12/07 00:00:00+00,2018/12/07 00:00:00+00,59.4046242294052,132.8371503228,,"75571,29631,REGENBOOGLEI,18,,,D,Deurne,2100,ééngezinswoning,woning,2018/12/07 00:00:00+00,opname,59.4046242294052,132.8371503228"
"Ruggeveldlaan 530 bus 1, 2100 Deurne",RUGGEVELDLAAN,530,,1,D,Deurne,2100,1,1,75385,36710,gelijkvloers,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,69.4430214877604,168.194910565722,,"75385,36710,RUGGEVELDLAAN,530,,1,D,Deurne,2100,gelijkvloers,woning,2023/09/13 00:00:00+00,aanvraagschrapping,69.4430214877604,168.194910565722"
"Ruggeveldlaan 530 bus 2, 2100 Deurne",RUGGEVELDLAAN,530,,2,D,Deurne,2100,1,1,75386,36800,1ste verdieping,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,69.4430214877604,168.194910565722,,"75386,36800,RUGGEVELDLAAN,530,,2,D,Deurne,2100,1ste verdieping,woning,2023/09/13 00:00:00+00,aanvraagschrapping,69.4430214877604,168.194910565722"
"Ruggeveldlaan 530 bus 3, 2100 Deurne",RUGGEVELDLAAN,530,,3,D,Deurne,2100,1,1,75387,36801,2de verdieping,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,69.4430214877604,168.194910565722,,"75387,36801,RUGGEVELDLAAN,530,,3,D,Deurne,2100,2de verdieping,woning,2023/09/13 00:00:00+00,aanvraagschrapping,69.4430214877604,168.194910565722"
"Schotensesteenweg 248, 2100 Deurne",SCHOTENSESTEENWEG,248,,,D,Deurne,2100,1,1,75013,19819,nvt,woning,woning:1,opname,opname:1,2013/04/22 00:00:00+00,2013/04/22 00:00:00+00,2013/04/22 00:00:00+00,57.4450569449467,187.905132893492,,"75013,19819,SCHOTENSESTEENWEG,248,,,D,Deurne,2100,nvt,woning,2013/04/22 00:00:00+00,opname,57.4450569449467,187.905132893492"
"Schotensesteenweg 49, 2100 Deurne",SCHOTENSESTEENWEG,49,,,D,Deurne,2100,1,1,75643,28874,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2018/06/18 00:00:00+00,2018/06/18 00:00:00+00,2018/06/18 00:00:00+00,63.90703010574,250.157111558562,,"75643,28874,SCHOTENSESTEENWEG,49,,,D,Deurne,2100,handelsgelijkvloers,gebouw,2018/06/18 00:00:00+00,opname,63.90703010574,250.157111558562"
"Sterckshoflei 25, 2100 Deurne",STERCKSHOFLEI,25,,,D,Deurne,2100,1,1,75217,35210,volledig pand,woning,woning:1,opname,opname:1,2022/04/27 00:00:00+00,2022/04/27 00:00:00+00,2022/04/27 00:00:00+00,85.353896532449,215.335454010201,,"75217,35210,STERCKSHOFLEI,25,,,D,Deurne,2100,volledig pand,woning,2022/04/27 00:00:00+00,opname,85.353896532449,215.335454010201"
"Ten Eekhovelei 194, 2100 Deurne",TEN EEKHOVELEI,194,,,D,Deurne,2100,1,1,75825,27746,nvt,woning,woning:1,opname,opname:1,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,2017/09/25 00:00:00+00,62.5906419286941,97.3337694198582,,"75825,27746,TEN EEKHOVELEI,194,,,D,Deurne,2100,nvt,woning,2017/09/25 00:00:00+00,opname,62.5906419286941,97.3337694198582"
"Ten Eekhovelei 327, 2100 Deurne",TEN EEKHOVELEI,327,,,D,Deurne,2100,1,1,75395,36651,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2023/06/27 00:00:00+00,2023/06/27 00:00:00+00,2023/06/27 00:00:00+00,72.6294165814044,183.217280234894,,"75395,36651,TEN EEKHOVELEI,327,,,D,Deurne,2100,gelijkvloers,gebouw,2023/06/27 00:00:00+00,opname,72.6294165814044,183.217280234894"
"Ten Eekhovelei 329, 2100 Deurne",TEN EEKHOVELEI,329,,,D,Deurne,2100,1,1,75446,36664,volledig pand,woning,woning:1,opname,opname:1,2023/06/30 00:00:00+00,2023/06/30 00:00:00+00,2023/06/30 00:00:00+00,72.2426733063099,177.734048747833,,"75446,36664,TEN EEKHOVELEI,329,,,D,Deurne,2100,volledig pand,woning,2023/06/30 00:00:00+00,opname,72.2426733063099,177.734048747833"
"Ter Heydelaan 101, 2100 Deurne",TER HEYDELAAN,101,,,D,Deurne,2100,1,1,75831,36762,volledig pand,woning,woning:1,opname,opname:1,2023/09/21 00:00:00+00,2023/09/21 00:00:00+00,2023/09/21 00:00:00+00,79.9366875741481,175.794733961071,,"75831,36762,TER HEYDELAAN,101,,,D,Deurne,2100,volledig pand,woning,2023/09/21 00:00:00+00,opname,79.9366875741481,175.794733961071"
"Ter Heydelaan 61, 2100 Deurne",TER HEYDELAAN,61,,,D,Deurne,2100,1,1,75004,34431,gelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2021/12/06 00:00:00+00,2021/12/06 00:00:00+00,2021/12/06 00:00:00+00,60.4264313025948,144.117452858557,,"75004,34431,TER HEYDELAAN,61,,,D,Deurne,2100,gelijkvloers,gebouw,2021/12/06 00:00:00+00,aanvraagschrapping,60.4264313025948,144.117452858557"
"Turnhoutsebaan 105, 2100 Deurne",TURNHOUTSEBAAN,105,,,D,Deurne,2100,1,1,75463,38480,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2024/06/17 00:00:00+00,2024/06/17 00:00:00+00,2024/06/17 00:00:00+00,164.765612548118,959.014111338773,,"75463,38480,TURNHOUTSEBAAN,105,,,D,Deurne,2100,gelijkvloers,gebouw,2024/06/17 00:00:00+00,opname,164.765612548118,959.014111338773"
"Turnhoutsebaan 108 bus 101, 2100 Deurne",TURNHOUTSEBAAN,108,,101,D,Deurne,2100,1,1,75757,34071,1e verdieping E,woning,woning:1,opname,opname:1,2021/11/16 00:00:00+00,2021/11/16 00:00:00+00,2021/11/16 00:00:00+00,173.342401627323,1231.50366364043,,"75757,34071,TURNHOUTSEBAAN,108,,101,D,Deurne,2100,1e verdieping E,woning,2021/11/16 00:00:00+00,opname,173.342401627323,1231.50366364043"
"Turnhoutsebaan 22, 2100 Deurne",TURNHOUTSEBAAN,22,,,D,Deurne,2100,1,1,75342,34433,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2021/12/06 00:00:00+00,2021/12/06 00:00:00+00,2021/12/06 00:00:00+00,75.8278091486538,195.491764755114,,"75342,34433,TURNHOUTSEBAAN,22,,,D,Deurne,2100,gelijkvloers,gebouw,2021/12/06 00:00:00+00,opname,75.8278091486538,195.491764755114"
"Turnhoutsebaan 230, 2100 Deurne",TURNHOUTSEBAAN,230,,,D,Deurne,2100,1,1,75355,22357,nvt,woning,woning:1,opname,opname:1,2014/08/06 00:00:00+00,2014/08/06 00:00:00+00,2014/08/06 00:00:00+00,58.2991011759059,121.337781458913,,"75355,22357,TURNHOUTSEBAAN,230,,,D,Deurne,2100,nvt,woning,2014/08/06 00:00:00+00,opname,58.2991011759059,121.337781458913"
"Turnhoutsebaan 233-1, 2100 Deurne",TURNHOUTSEBAAN,233,1,,D,Deurne,2100,1,1,75314,40771,gelijkvloers links,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2025/01/06 00:00:00+00,2025/01/06 00:00:00+00,2025/01/06 00:00:00+00,103.617262120887,535.006009279103,,"75314,40771,TURNHOUTSEBAAN,233,1,,D,Deurne,2100,gelijkvloers links,woning,2025/01/06 00:00:00+00,aanvraagschrapping,103.617262120887,535.006009279103"
"Turnhoutsebaan 54, 2100 Deurne",TURNHOUTSEBAAN,54,,,D,Deurne,2100,1,1,75271,34000,gelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/10 00:00:00+00,2021/08/10 00:00:00+00,2021/08/10 00:00:00+00,93.8459294085273,198.064977487213,,"75271,34000,TURNHOUTSEBAAN,54,,,D,Deurne,2100,gelijkvloers,gebouw,2021/08/10 00:00:00+00,aanvraagschrapping,93.8459294085273,198.064977487213"
"Turnhoutsebaan 88, 2100 Deurne",TURNHOUTSEBAAN,88,,,D,Deurne,2100,1,1,75841,23528,Handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2015/08/20 00:00:00+00,2015/08/20 00:00:00+00,2015/08/20 00:00:00+00,42.8427574968479,99.0603054294038,,"75841,23528,TURNHOUTSEBAAN,88,,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2015/08/20 00:00:00+00,opname,42.8427574968479,99.0603054294038"
"Turnhoutsebaan 90, 2100 Deurne",TURNHOUTSEBAAN,90,,,D,Deurne,2100,1,1,74991,11363,Handelsgelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2014/01/13 00:00:00+00,2014/01/13 00:00:00+00,2014/01/13 00:00:00+00,65.2275150040061,182.654749279685,,"74991,11363,TURNHOUTSEBAAN,90,,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2014/01/13 00:00:00+00,aanvraagschrapping,65.2275150040061,182.654749279685"
"Tweegezusterslaan 27, 2100 Deurne",TWEEGEZUSTERSLAAN,27,,,D,Deurne,2100,1,1,74973,36729,volledig pand,woning,woning:1,opname,opname:1,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,80.0372159874074,204.008841941691,,"74973,36729,TWEEGEZUSTERSLAAN,27,,,D,Deurne,2100,volledig pand,woning,2023/08/23 00:00:00+00,opname,80.0372159874074,204.008841941691"
"Tweemontstraat 186, 2100 Deurne",TWEEMONTSTRAAT,186,,,D,Deurne,2100,1,1,74976,32321,volledig pand,woning,woning:1,opname,opname:1,2021/04/27 00:00:00+00,2021/04/27 00:00:00+00,2021/04/27 00:00:00+00,56.6978193440312,93.3881562051554,,"74976,32321,TWEEMONTSTRAAT,186,,,D,Deurne,2100,volledig pand,woning,2021/04/27 00:00:00+00,opname,56.6978193440312,93.3881562051554"
"Tweemontstraat 63, 2100 Deurne",TWEEMONTSTRAAT,63,,,D,Deurne,2100,1,1,75508,6315,nvt,woning,woning:1,opname,opname:1,2012/07/27 00:00:00+00,2012/07/27 00:00:00+00,2012/07/27 00:00:00+00,52.839748319691,106.765011820775,,"75508,6315,TWEEMONTSTRAAT,63,,,D,Deurne,2100,nvt,woning,2012/07/27 00:00:00+00,opname,52.839748319691,106.765011820775"
"Van Lissumstraat 78, 2100 Deurne",VAN LISSUMSTRAAT,78,,,D,Deurne,2100,1,1,75800,39874,volledig pand,woning,woning:1,opname,opname:1,2024/08/02 00:00:00+00,2024/08/02 00:00:00+00,2024/08/02 00:00:00+00,79.3714424871413,173.613659040659,,"75800,39874,VAN LISSUMSTRAAT,78,,,D,Deurne,2100,volledig pand,woning,2024/08/02 00:00:00+00,opname,79.3714424871413,173.613659040659"
"Vleerakkerstraat 29-31, 2100 Deurne",VLEERAKKERSTRAAT,29,31,,D,Deurne,2100,1,1,74912,33433,volledige pand,woning,woning:1,opname,opname:1,2021/05/12 00:00:00+00,2021/05/12 00:00:00+00,2021/05/12 00:00:00+00,102.445835849443,470.704748424232,,"74912,33433,VLEERAKKERSTRAAT,29,31,,D,Deurne,2100,volledige pand,woning,2021/05/12 00:00:00+00,opname,102.445835849443,470.704748424232"
"Appelstraat 18, 2140 Borgerhout",APPELSTRAAT,18,,,T,Borgerhout,2140,1,1,75131,31911,volledig pand,woning,woning:1,opname,opname:1,2021/03/22 00:00:00+00,2021/03/22 00:00:00+00,2021/03/22 00:00:00+00,72.2393396513596,141.781525778656,,"75131,31911,APPELSTRAAT,18,,,T,Borgerhout,2140,volledig pand,woning,2021/03/22 00:00:00+00,opname,72.2393396513596,141.781525778656"
"Bakkerstraat 15-17, 2140 Borgerhout",BAKKERSTRAAT,15,17,,T,Borgerhout,2140,1,1,75812,35676,volledig pand,woning,woning:1,opname,opname:1,2022/08/16 00:00:00+00,2022/08/16 00:00:00+00,2022/08/16 00:00:00+00,55.0178191587258,174.931858641318,,"75812,35676,BAKKERSTRAAT,15,17,,T,Borgerhout,2140,volledig pand,woning,2022/08/16 00:00:00+00,opname,55.0178191587258,174.931858641318"
"Beekstraat 24, 2140 Borgerhout",BEEKSTRAAT,24,,,T,Borgerhout,2140,1,1,74870,23320,nvt,woning,woning:1,opname,opname:1,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,45.2671999284013,81.8823407488766,,"74870,23320,BEEKSTRAAT,24,,,T,Borgerhout,2140,nvt,woning,2015/06/12 00:00:00+00,opname,45.2671999284013,81.8823407488766"
"Bouwhandelstraat 105, 2140 Borgerhout",BOUWHANDELSTRAAT,105,,,T,Borgerhout,2140,1,1,75771,33414,volledig pand,woning,woning:1,opname,opname:1,2021/05/03 00:00:00+00,2021/05/03 00:00:00+00,2021/05/03 00:00:00+00,83.9792368382362,191.396528802758,,"75771,33414,BOUWHANDELSTRAAT,105,,,T,Borgerhout,2140,volledig pand,woning,2021/05/03 00:00:00+00,opname,83.9792368382362,191.396528802758"
"Bouwhandelstraat 78, 2140 Borgerhout",BOUWHANDELSTRAAT,78,,,T,Borgerhout,2140,1,1,75459,46738,volledig pand,woning,woning:1,opname,opname:1,2025/09/09 00:00:00+00,2025/09/09 00:00:00+00,2025/09/09 00:00:00+00,58.0352209671511,99.2709577533727,,"75459,46738,BOUWHANDELSTRAAT,78,,,T,Borgerhout,2140,volledig pand,woning,2025/09/09 00:00:00+00,opname,58.0352209671511,99.2709577533727"
"Ceresstraat 18, 2140 Borgerhout",CERESSTRAAT,18,,,T,Borgerhout,2140,1,1,75540,36563,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2023/09/04 00:00:00+00,2023/09/04 00:00:00+00,2023/09/04 00:00:00+00,112.168745286619,305.100810848188,,"75540,36563,CERESSTRAAT,18,,,T,Borgerhout,2140,gelijkvloers,gebouw,2023/09/04 00:00:00+00,opname,112.168745286619,305.100810848188"
"Cruyslei 35-1, 2140 Borgerhout",CRUYSLEI,35,1,,T,Borgerhout,2140,1,1,75850,46306,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,48.3690081630303,119.906689464197,,"75850,46306,CRUYSLEI,35,1,,T,Borgerhout,2140,gelijkvloers,gebouw,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197"
"Cruyslei 35-101, 2140 Borgerhout",CRUYSLEI,35,101,,T,Borgerhout,2140,1,1,75851,46307,1ste verdieping,woning,woning:1,opname,opname:1,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,48.3690081630303,119.906689464197,,"75851,46307,CRUYSLEI,35,101,,T,Borgerhout,2140,1ste verdieping,woning,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197"
"Cruyslei 35-201, 2140 Borgerhout",CRUYSLEI,35,201,,T,Borgerhout,2140,1,1,75852,46308,2de verdieping,woning,woning:1,opname,opname:1,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,48.3690081630303,119.906689464197,,"75852,46308,CRUYSLEI,35,201,,T,Borgerhout,2140,2de verdieping,woning,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197"
"Cruyslei 35-301, 2140 Borgerhout",CRUYSLEI,35,301,,T,Borgerhout,2140,1,1,75853,46309,3de verdieping,woning,woning:1,opname,opname:1,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,2025/06/13 00:00:00+00,48.3690081630303,119.906689464197,,"75853,46309,CRUYSLEI,35,301,,T,Borgerhout,2140,3de verdieping,woning,2025/06/13 00:00:00+00,opname,48.3690081630303,119.906689464197"
"Delftstraat 25, 2140 Borgerhout",DELFTSTRAAT,25,,,T,Borgerhout,2140,1,1,75808,36249,volledig pand,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,2023/08/23 00:00:00+00,40.9098966912665,78.7037562433324,,"75808,36249,DELFTSTRAAT,25,,,T,Borgerhout,2140,volledig pand,woning,2023/08/23 00:00:00+00,aanvraagschrapping,40.9098966912665,78.7037562433324"
"Dokter Van De Perrelei 48-101, 2140 Borgerhout",DOKTER VAN DE PERRELEI,48,101,,T,Borgerhout,2140,1,1,75619,36788,A1/L/K1,woning,woning:1,opname,opname:1,2024/05/06 00:00:00+00,2024/05/06 00:00:00+00,2024/05/06 00:00:00+00,53.0507932869879,168.621069553718,,"75619,36788,DOKTER VAN DE PERRELEI,48,101,,T,Borgerhout,2140,A1/L/K1,woning,2024/05/06 00:00:00+00,opname,53.0507932869879,168.621069553718"
"Florastraat 126, 2140 Borgerhout",FLORASTRAAT,126,,,T,Borgerhout,2140,1,1,75060,30180,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/04/24 00:00:00+00,2019/04/24 00:00:00+00,2019/04/24 00:00:00+00,85.2657257701169,207.035221293461,,"75060,30180,FLORASTRAAT,126,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2019/04/24 00:00:00+00,opname,85.2657257701169,207.035221293461"
"Gitschotellei 288, 2140 Borgerhout",GITSCHOTELLEI,288,,,T,Borgerhout,2140,1,1,75461,28844,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2018/06/12 00:00:00+00,2018/06/12 00:00:00+00,2018/06/12 00:00:00+00,79.6137279685577,179.106615261271,,"75461,28844,GITSCHOTELLEI,288,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2018/06/12 00:00:00+00,opname,79.6137279685577,179.106615261271"
"Gravinstraat 44, 2140 Borgerhout",GRAVINSTRAAT,44,,,T,Borgerhout,2140,1,1,75295,29991,handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,61.4977642856132,195.492567873513,,"75295,29991,GRAVINSTRAAT,44,,,T,Borgerhout,2140,handelsgelijkvloers,gebouw,2019/03/19 00:00:00+00,opname,61.4977642856132,195.492567873513"
"Karel Geertsstraat 1, 2140 Borgerhout",KAREL GEERTSSTRAAT,1,,,T,Borgerhout,2140,1,1,75656,37075,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,2023/11/02 00:00:00+00,43.8834402963933,106.653985207542,,"75656,37075,KAREL GEERTSSTRAAT,1,,,T,Borgerhout,2140,gelijkvloers,gebouw,2023/11/02 00:00:00+00,opname,43.8834402963933,106.653985207542"
"Kistemaeckersstraat 34, 2140 Borgerhout",KISTEMAECKERSSTRAAT,34,,,T,Borgerhout,2140,1,1,74910,46384,volledig pand,woning,woning:1,opname,opname:1,2025/06/18 00:00:00+00,2025/06/18 00:00:00+00,2025/06/18 00:00:00+00,43.9047672676862,80.3295261983769,,"74910,46384,KISTEMAECKERSSTRAAT,34,,,T,Borgerhout,2140,volledig pand,woning,2025/06/18 00:00:00+00,opname,43.9047672676862,80.3295261983769"
"Kortrijkstraat 92, 2140 Borgerhout",KORTRIJKSTRAAT,92,,,T,Borgerhout,2140,1,1,75238,35152,volledig pand,woning,woning:1,opname,opname:1,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,22.5776675083708,30.4666083804551,,"75238,35152,KORTRIJKSTRAAT,92,,,T,Borgerhout,2140,volledig pand,woning,2022/04/12 00:00:00+00,opname,22.5776675083708,30.4666083804551"
"Koxplein 15, 2140 Borgerhout",KOXPLEIN,15,,,T,Borgerhout,2140,2,2,75045 | 75046,30803 | 31738,gelijkvloers rechts | gelijkvloers links,gebouw,gebouw:2,opname,opname:2,2019/07/29 00:00:00+00,2020/02/25 00:00:00+00,2019/07/29 00:00:00+00 | 2020/02/25 00:00:00+00,83.3561717053089,314.629287131484,OBJECTID | pnd_id | reg_entiteit | reg_opnamedatum,"75045,30803,KOXPLEIN,15,,,T,Borgerhout,2140,gelijkvloers rechts,gebouw,2019/07/29 00:00:00+00,opname,83.3561717053089,314.629287131484 | 75046,31738,KOXPLEIN,15,,,T,Borgerhout,2140,gelijkvloers links,gebouw,2020/02/25 00:00:00+00,opname,83.3561717053089,314.629287131484"
"Kroonstraat 132, 2140 Borgerhout",KROONSTRAAT,132,,,T,Borgerhout,2140,1,1,75407,29705,magazijn,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2019/03/04 00:00:00+00,2019/03/04 00:00:00+00,2019/03/04 00:00:00+00,109.392178127,326.191431360585,,"75407,29705,KROONSTRAAT,132,,,T,Borgerhout,2140,magazijn,gebouw,2019/03/04 00:00:00+00,aanvraagschrapping,109.392178127,326.191431360585"
"Kroonstraat 134, 2140 Borgerhout",KROONSTRAAT,134,,,T,Borgerhout,2140,1,1,74957,29706,volledig pand,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2020/10/22 00:00:00+00,2020/10/22 00:00:00+00,2020/10/22 00:00:00+00,49.4144502217366,79.5626768129074,,"74957,29706,KROONSTRAAT,134,,,T,Borgerhout,2140,volledig pand,woning,2020/10/22 00:00:00+00,aanvraagschrapping,49.4144502217366,79.5626768129074"
"Langstraat 91, 2140 Borgerhout",LANGSTRAAT,91,,,T,Borgerhout,2140,1,1,75477,21654,volledig pand,woning,woning:1,opname,opname:1,2024/12/02 00:00:00+00,2024/12/02 00:00:00+00,2024/12/02 00:00:00+00,49.9863114131032,99.0265139620212,,"75477,21654,LANGSTRAAT,91,,,T,Borgerhout,2140,volledig pand,woning,2024/12/02 00:00:00+00,opname,49.9863114131032,99.0265139620212"
"Leningstraat 24, 2140 Borgerhout",LENINGSTRAAT,24,,,T,Borgerhout,2140,1,1,75813,6906,nvt,woning,woning:1,opname,opname:1,2017/01/19 00:00:00+00,2017/01/19 00:00:00+00,2017/01/19 00:00:00+00,37.4596058584084,67.2581125856003,,"75813,6906,LENINGSTRAAT,24,,,T,Borgerhout,2140,nvt,woning,2017/01/19 00:00:00+00,opname,37.4596058584084,67.2581125856003"
