adres,pva_straat,pva_huisnr1,pva_huisnr2,pva_busnr,pnd_district_code,pnd_district,pva_postcode,samengevoegde_regels,unieke_pnd_ids_count,objectids,pnd_ids,reg_entiteiten,reg_aarden,reg_aard_telling,reg_statussen,reg_status_telling,eerste_opnamedatum,laatste_opnamedatum,alle_opnamedata,shape_lengths,shape_areas,verschillende_velden,bronregels_volledig
"Van Stralenstraat 12, 2060 Antwerpen",VAN STRALENSTRAAT,12,,,A,Antwerpen,2060,1,1,75807,32306,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2020/07/07 00:00:00+00,2020/07/07 00:00:00+00,2020/07/07 00:00:00+00,61.6373034317222,132.859694689511,,"75807,32306,VAN STRALENSTRAAT,12,,,A,Antwerpen,2060,gelijkvloers,gebouw,2020/07/07 00:00:00+00,opname,61.6373034317222,132.859694689511"
"Van Stralenstraat 8, 2060 Antwerpen",VAN STRALENSTRAAT,8,,,A,Antwerpen,2060,1,1,75298,35912,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/10/14 00:00:00+00,2022/10/14 00:00:00+00,2022/10/14 00:00:00+00,95.7342061781089,228.330614864352,,"75298,35912,VAN STRALENSTRAAT,8,,,A,Antwerpen,2060,gelijkvloers,gebouw,2022/10/14 00:00:00+00,opname,95.7342061781089,228.330614864352"
"Van Stralenstraat 86, 2060 Antwerpen",VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,4,4,74930 | 74931 | 74932 | 74933,38152 | 38153 | 38154 | 38155,gelijkvloers achteraan | 1ste verdieping | 2de verdieping | 3de verdieping,gebouw | woning,woning:3 | gebouw:1,opname,opname:4,2024/02/12 00:00:00+00,2024/02/12 00:00:00+00,2024/02/12 00:00:00+00,67.1784233628581,140.691387457273,OBJECTID | pnd_id | reg_entiteit | reg_aard,"74930,38152,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,gelijkvloers achteraan,gebouw,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273 | 74931,38153,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,1ste verdieping,woning,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273 | 74932,38154,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,2de verdieping,woning,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273 | 74933,38155,VAN STRALENSTRAAT,86,,,A,Antwerpen,2060,3de verdieping,woning,2024/02/12 00:00:00+00,opname,67.1784233628581,140.691387457273"
"Viséstraat 50-1, 2060 Antwerpen",VISÉSTRAAT,50,1,,A,Antwerpen,2060,1,1,74856,46845,gelijkvloers,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,53.6091778344925,110.29834531646,,"74856,46845,VISÉSTRAAT,50,1,,A,Antwerpen,2060,gelijkvloers,woning,2025/07/22 00:00:00+00,opname,53.6091778344925,110.29834531646"
"Viséstraat 50-101, 2060 Antwerpen",VISÉSTRAAT,50,101,,A,Antwerpen,2060,1,1,74857,46846,1ste verdieping,woning,woning:1,opname,opname:1,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,2025/07/22 00:00:00+00,53.6091778344925,110.29834531646,,"74857,46846,VISÉSTRAAT,50,101,,A,Antwerpen,2060,1ste verdieping,woning,2025/07/22 00:00:00+00,opname,53.6091778344925,110.29834531646"
"Vondelstraat 10-14, 2060 Antwerpen",VONDELSTRAAT,10,14,,A,Antwerpen,2060,2,2,75694 | 75695,29059 | 29060,Handelsgelijkvloers | Verdieping 1 + 2,gebouw | woning,gebouw:1 | woning:1,opname | aanvraagschrapping,opname:1 | aanvraagschrapping:1,2018/08/03 00:00:00+00,2018/08/03 00:00:00+00,2018/08/03 00:00:00+00,81.1739102895003,329.184985058266,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_status,"75694,29059,VONDELSTRAAT,10,14,,A,Antwerpen,2060,Handelsgelijkvloers,gebouw,2018/08/03 00:00:00+00,opname,81.1739102895003,329.184985058266 | 75695,29060,VONDELSTRAAT,10,14,,A,Antwerpen,2060,Verdieping 1 + 2,woning,2018/08/03 00:00:00+00,aanvraagschrapping,81.1739102895003,329.184985058266"
"Amandus Geenenlaan 1, 2100 Deurne",AMANDUS GEENENLAAN,1,,,D,Deurne,2100,6,6,75068 | 75069 | 75070 | 75071 | 75072 | 75073,33098 | 33143 | 33144 | 33145 | 33146 | 33147,gelijkvloers links | gelijkvloers rechts | 1ste verdieping links | 1ste verdieping rechts | 2de verdieping links | 2de verdieping rechts,woning,woning:6,opname,opname:6,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,2021/04/01 00:00:00+00,79.1439435395706,361.058258899241,OBJECTID | pnd_id | reg_entiteit,"75068,33098,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75069,33143,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,gelijkvloers rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75070,33144,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75071,33145,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,1ste verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75072,33146,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping links,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241 | 75073,33147,AMANDUS GEENENLAAN,1,,,D,Deurne,2100,2de verdieping rechts,woning,2021/04/01 00:00:00+00,opname,79.1439435395706,361.058258899241"
"Bisschoppenhoflaan 120 bus 1, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,1,D,Deurne,2100,1,1,75274,33988,gelijkvloers rechts,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75274,33988,BISSCHOPPENHOFLAAN,120,,1,D,Deurne,2100,gelijkvloers rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 120 bus 101, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,101,D,Deurne,2100,1,1,75276,33990,1ste verdieping rechts,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75276,33990,BISSCHOPPENHOFLAAN,120,,101,D,Deurne,2100,1ste verdieping rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 120 bus 102, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,102,D,Deurne,2100,1,1,75275,33989,1ste verdieping links,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75275,33989,BISSCHOPPENHOFLAAN,120,,102,D,Deurne,2100,1ste verdieping links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 120 bus 2, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,2,D,Deurne,2100,1,1,75273,31224,gelijkvloers links,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75273,31224,BISSCHOPPENHOFLAAN,120,,2,D,Deurne,2100,gelijkvloers links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 120 bus 201, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,201,D,Deurne,2100,1,1,75278,33992,2de verdieping rechts,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75278,33992,BISSCHOPPENHOFLAAN,120,,201,D,Deurne,2100,2de verdieping rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 120 bus 202, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,202,D,Deurne,2100,1,1,75277,33991,2de verdieping links,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75277,33991,BISSCHOPPENHOFLAAN,120,,202,D,Deurne,2100,2de verdieping links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 120 bus 301, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,301,D,Deurne,2100,1,1,75280,33994,3de verdieping rechts,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75280,33994,BISSCHOPPENHOFLAAN,120,,301,D,Deurne,2100,3de verdieping rechts,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 120 bus 302, 2100 Deurne",BISSCHOPPENHOFLAAN,120,,302,D,Deurne,2100,1,1,75279,33993,3de verdieping links,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,2021/08/06 00:00:00+00,107.215874480012,469.972050147703,,"75279,33993,BISSCHOPPENHOFLAAN,120,,302,D,Deurne,2100,3de verdieping links,woning,2021/08/06 00:00:00+00,aanvraagschrapping,107.215874480012,469.972050147703"
"Bisschoppenhoflaan 21, 2100 Deurne",BISSCHOPPENHOFLAAN,21,,,D,Deurne,2100,1,1,75268,43451,Volledig pand,gebouw,gebouw:1,opname,opname:1,2025/04/23 00:00:00+00,2025/04/23 00:00:00+00,2025/04/23 00:00:00+00,83.068445674607,254.658803798353,,"75268,43451,BISSCHOPPENHOFLAAN,21,,,D,Deurne,2100,Volledig pand,gebouw,2025/04/23 00:00:00+00,opname,83.068445674607,254.658803798353"
"Bisschoppenhoflaan 301, 2100 Deurne",BISSCHOPPENHOFLAAN,301,,,D,Deurne,2100,1,1,74979,30262,handelsgelijkvloers links,gebouw,gebouw:1,opname,opname:1,2019/05/07 00:00:00+00,2019/05/07 00:00:00+00,2019/05/07 00:00:00+00,355.742936254185,7155.20156401054,,"74979,30262,BISSCHOPPENHOFLAAN,301,,,D,Deurne,2100,handelsgelijkvloers links,gebouw,2019/05/07 00:00:00+00,opname,355.742936254185,7155.20156401054"
"Boekenberglei 115, 2100 Deurne",BOEKENBERGLEI,115,,,D,Deurne,2100,2,2,75399 | 75400,22080 | 22081,Verdieping 1 | Verdieping 2,woning,woning:2,aanvraagschrapping,aanvraagschrapping:2,2014/06/23 00:00:00+00,2014/06/23 00:00:00+00,2014/06/23 00:00:00+00,60.6797446259797,143.236730378537,OBJECTID | pnd_id | reg_entiteit,"75399,22080,BOEKENBERGLEI,115,,,D,Deurne,2100,Verdieping 1,woning,2014/06/23 00:00:00+00,aanvraagschrapping,60.6797446259797,143.236730378537 | 75400,22081,BOEKENBERGLEI,115,,,D,Deurne,2100,Verdieping 2,woning,2014/06/23 00:00:00+00,aanvraagschrapping,60.6797446259797,143.236730378537"
"Boshovestraat 70, 2100 Deurne",BOSHOVESTRAAT,70,,,D,Deurne,2100,1,1,75649,39632,volledig pand,woning,woning:1,opname,opname:1,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,2024/07/15 00:00:00+00,95.3208185529038,232.458238839001,,"75649,39632,BOSHOVESTRAAT,70,,,D,Deurne,2100,volledig pand,woning,2024/07/15 00:00:00+00,opname,95.3208185529038,232.458238839001"
"Boterlaarbaan 497, 2100 Deurne",BOTERLAARBAAN,497,,,D,Deurne,2100,1,1,75810,36658,volledig pand,woning,woning:1,opname,opname:1,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,2023/09/13 00:00:00+00,93.2118921148521,524.527589109828,,"75810,36658,BOTERLAARBAAN,497,,,D,Deurne,2100,volledig pand,woning,2023/09/13 00:00:00+00,opname,93.2118921148521,524.527589109828"
"Clara Snellingsstraat 63, 2100 Deurne",CLARA SNELLINGSSTRAAT,63,,,D,Deurne,2100,1,1,75706,36632,volledig pand,woning,woning:1,opname,opname:1,2023/06/22 00:00:00+00,2023/06/22 00:00:00+00,2023/06/22 00:00:00+00,52.043358245796,105.097999310617,,"75706,36632,CLARA SNELLINGSSTRAAT,63,,,D,Deurne,2100,volledig pand,woning,2023/06/22 00:00:00+00,opname,52.043358245796,105.097999310617"
"Cogelsplein 32-34, 2100 Deurne",COGELSPLEIN,32,34,,D,Deurne,2100,1,1,75374,30740,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2020/02/20 00:00:00+00,2020/02/20 00:00:00+00,2020/02/20 00:00:00+00,108.8039764786,508.356491924728,,"75374,30740,COGELSPLEIN,32,34,,D,Deurne,2100,gelijkvloers,gebouw,2020/02/20 00:00:00+00,opname,108.8039764786,508.356491924728"
"Cogelsplein 33, 2100 Deurne",COGELSPLEIN,33,,,D,Deurne,2100,1,1,75504,34167,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/09/16 00:00:00+00,2022/09/16 00:00:00+00,2022/09/16 00:00:00+00,115.369979097147,403.50442322696,,"75504,34167,COGELSPLEIN,33,,,D,Deurne,2100,gelijkvloers,gebouw,2022/09/16 00:00:00+00,opname,115.369979097147,403.50442322696"
"Cogelsplein 36, 2100 Deurne",COGELSPLEIN,36,,,D,Deurne,2100,1,1,75259,51195,volledig pand,woning,woning:1,opname,opname:1,2025/12/02 00:00:00+00,2025/12/02 00:00:00+00,2025/12/02 00:00:00+00,43.7406703326077,85.03231401292,,"75259,51195,COGELSPLEIN,36,,,D,Deurne,2100,volledig pand,woning,2025/12/02 00:00:00+00,opname,43.7406703326077,85.03231401292"
"Confortalei 266-268, 2100 Deurne",CONFORTALEI,266,268,,D,Deurne,2100,1,1,75426,36022,gelijkvloers,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2022/11/25 00:00:00+00,2022/11/25 00:00:00+00,2022/11/25 00:00:00+00,100.528695695515,443.20751944141,,"75426,36022,CONFORTALEI,266,268,,D,Deurne,2100,gelijkvloers,woning,2022/11/25 00:00:00+00,aanvraagschrapping,100.528695695515,443.20751944141"
"Corbletstraat 8, 2100 Deurne",CORBLETSTRAAT,8,,,D,Deurne,2100,1,1,75094,16101,nvt,woning,woning:1,opname,opname:1,2018/04/16 00:00:00+00,2018/04/16 00:00:00+00,2018/04/16 00:00:00+00,42.0283185481508,110.114903623223,,"75094,16101,CORBLETSTRAAT,8,,,D,Deurne,2100,nvt,woning,2018/04/16 00:00:00+00,opname,42.0283185481508,110.114903623223"
"Cruyslei 65, 2100 Deurne",CRUYSLEI,65,,,D,Deurne,2100,1,1,75484,35846,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2022/09/16 00:00:00+00,2022/09/16 00:00:00+00,2022/09/16 00:00:00+00,97.7569430225842,277.790097246179,,"75484,35846,CRUYSLEI,65,,,D,Deurne,2100,gelijkvloers,gebouw,2022/09/16 00:00:00+00,opname,97.7569430225842,277.790097246179"
"Dascottelei 22, 2100 Deurne",DASCOTTELEI,22,,,D,Deurne,2100,1,1,75758,36092,1ste verdieping,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2023/07/06 00:00:00+00,2023/07/06 00:00:00+00,2023/07/06 00:00:00+00,49.7142806467562,62.120886367573,,"75758,36092,DASCOTTELEI,22,,,D,Deurne,2100,1ste verdieping,woning,2023/07/06 00:00:00+00,aanvraagschrapping,49.7142806467562,62.120886367573"
"Dascottelei 22 bus 2, 2100 Deurne",DASCOTTELEI,22,,2,D,Deurne,2100,1,1,75760,38073,2e verdieping,woning,woning:1,opname,opname:1,2025/01/15 00:00:00+00,2025/01/15 00:00:00+00,2025/01/15 00:00:00+00,49.7142806467562,62.120886367573,,"75760,38073,DASCOTTELEI,22,,2,D,Deurne,2100,2e verdieping,woning,2025/01/15 00:00:00+00,opname,49.7142806467562,62.120886367573"
"Dascottelei 22 bus 3, 2100 Deurne",DASCOTTELEI,22,,3,D,Deurne,2100,1,1,75759,36681,3e verdieping,woning,woning:1,opname,opname:1,2025/01/15 00:00:00+00,2025/01/15 00:00:00+00,2025/01/15 00:00:00+00,49.7142806467562,62.120886367573,,"75759,36681,DASCOTTELEI,22,,3,D,Deurne,2100,3e verdieping,woning,2025/01/15 00:00:00+00,opname,49.7142806467562,62.120886367573"
"Dassastraat 102, 2100 Deurne",DASSASTRAAT,102,,,D,Deurne,2100,1,1,74960,29289,ééngezinswoning,woning,woning:1,opname,opname:1,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,96.5009089958083,219.415237107993,,"74960,29289,DASSASTRAAT,102,,,D,Deurne,2100,ééngezinswoning,woning,2019/03/19 00:00:00+00,opname,96.5009089958083,219.415237107993"
"De Bisthovenlei 70, 2100 Deurne",DE BISTHOVENLEI,70,,,D,Deurne,2100,1,1,75790,29288,ééngezinswoning,woning,woning:1,opname,opname:1,2019/03/20 00:00:00+00,2019/03/20 00:00:00+00,2019/03/20 00:00:00+00,44.4574290384351,70.7152096899844,,"75790,29288,DE BISTHOVENLEI,70,,,D,Deurne,2100,ééngezinswoning,woning,2019/03/20 00:00:00+00,opname,44.4574290384351,70.7152096899844"
"De Manstraat 78, 2100 Deurne",DE MANSTRAAT,78,,,D,Deurne,2100,1,1,75779,35923,volledig pand,woning,woning:1,opname,opname:1,2022/10/19 00:00:00+00,2022/10/19 00:00:00+00,2022/10/19 00:00:00+00,84.1364233501694,128.678558281164,,"75779,35923,DE MANSTRAAT,78,,,D,Deurne,2100,volledig pand,woning,2022/10/19 00:00:00+00,opname,84.1364233501694,128.678558281164"
"De Manstraat 95, 2100 Deurne",DE MANSTRAAT,95,,,D,Deurne,2100,1,1,75783,19931,nvt,woning,woning:1,opname,opname:1,2013/05/08 00:00:00+00,2013/05/08 00:00:00+00,2013/05/08 00:00:00+00,41.7987171644205,100.015372730403,,"75783,19931,DE MANSTRAAT,95,,,D,Deurne,2100,nvt,woning,2013/05/08 00:00:00+00,opname,41.7987171644205,100.015372730403"
"Du Montstraat 2, 2100 Deurne",DU MONTSTRAAT,2,,,D,Deurne,2100,1,1,75384,34179,volledig pand,gebouw,gebouw:1,opname,opname:1,2021/12/06 00:00:00+00,2021/12/06 00:00:00+00,2021/12/06 00:00:00+00,56.0050325248967,163.766561389555,,"75384,34179,DU MONTSTRAAT,2,,,D,Deurne,2100,volledig pand,gebouw,2021/12/06 00:00:00+00,opname,56.0050325248967,163.766561389555"
"Ergo-De Waellaan 1, 2100 Deurne",ERGO-DE WAELLAAN,1,,,D,Deurne,2100,1,1,75123,35882,gelijkvloers,woning,woning:1,opname,opname:1,2022/10/03 00:00:00+00,2022/10/03 00:00:00+00,2022/10/03 00:00:00+00,96.7952113844145,530.937914578639,,"75123,35882,ERGO-DE WAELLAAN,1,,,D,Deurne,2100,gelijkvloers,woning,2022/10/03 00:00:00+00,opname,96.7952113844145,530.937914578639"
"Ergo-De Waellaan 41-101, 2100 Deurne",ERGO-DE WAELLAAN,41,101,,D,Deurne,2100,1,1,74989,35153,1ste verdieping,woning,woning:1,opname,opname:1,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,79.7747649231372,229.103275870641,,"74989,35153,ERGO-DE WAELLAAN,41,101,,D,Deurne,2100,1ste verdieping,woning,2022/04/12 00:00:00+00,opname,79.7747649231372,229.103275870641"
"Ergo-De Waellaan 41-201, 2100 Deurne",ERGO-DE WAELLAAN,41,201,,D,Deurne,2100,1,1,74990,35154,2de verdieping,woning,woning:1,opname,opname:1,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,2022/04/12 00:00:00+00,79.7747649231372,229.103275870641,,"74990,35154,ERGO-DE WAELLAAN,41,201,,D,Deurne,2100,2de verdieping,woning,2022/04/12 00:00:00+00,opname,79.7747649231372,229.103275870641"
"Frank Craeybeckxlaan 10, 2100 Deurne",FRANK CRAEYBECKXLAAN,10,,,D,Deurne,2100,1,1,75008,26118,gelijkvloers,gebouw,gebouw:1,aanvraagschrapping,aanvraagschrapping:1,2023/09/11 00:00:00+00,2023/09/11 00:00:00+00,2023/09/11 00:00:00+00,154.581269997977,1136.38970409031,,"75008,26118,FRANK CRAEYBECKXLAAN,10,,,D,Deurne,2100,gelijkvloers,gebouw,2023/09/11 00:00:00+00,aanvraagschrapping,154.581269997977,1136.38970409031"
"Gallifortlei 171, 2100 Deurne",GALLIFORTLEI,171,,,D,Deurne,2100,3,3,75364 | 75365 | 75366,36720 | 36869 | 36871,gelijkvloers | 1ste verdieping | 2de verdieping,woning,woning:3,opname,opname:3,2023/10/03 00:00:00+00,2023/10/03 00:00:00+00,2023/10/03 00:00:00+00,82.8611515090033,199.667819590616,OBJECTID | pnd_id | reg_entiteit,"75364,36720,GALLIFORTLEI,171,,,D,Deurne,2100,gelijkvloers,woning,2023/10/03 00:00:00+00,opname,82.8611515090033,199.667819590616 | 75365,36869,GALLIFORTLEI,171,,,D,Deurne,2100,1ste verdieping,woning,2023/10/03 00:00:00+00,opname,82.8611515090033,199.667819590616 | 75366,36871,GALLIFORTLEI,171,,,D,Deurne,2100,2de verdieping,woning,2023/10/03 00:00:00+00,opname,82.8611515090033,199.667819590616"
"Gallifortlei 64, 2100 Deurne",GALLIFORTLEI,64,,,D,Deurne,2100,1,1,75482,45044,volledig pand,woning,woning:1,opname,opname:1,2025/08/05 00:00:00+00,2025/08/05 00:00:00+00,2025/08/05 00:00:00+00,40.8081053391858,74.3797442545926,,"75482,45044,GALLIFORTLEI,64,,,D,Deurne,2100,volledig pand,woning,2025/08/05 00:00:00+00,opname,40.8081053391858,74.3797442545926"
"Herentalsebaan 178-101, 2100 Deurne",HERENTALSEBAAN,178,101,,D,Deurne,2100,1,1,74934,38141,1ste verdieping,woning,woning:1,opname,opname:1,2024/02/12 00:00:00+00,2024/02/12 00:00:00+00,2024/02/12 00:00:00+00,51.4375924101618,112.13531431995,,"74934,38141,HERENTALSEBAAN,178,101,,D,Deurne,2100,1ste verdieping,woning,2024/02/12 00:00:00+00,opname,51.4375924101618,112.13531431995"
"Herentalsebaan 178-201, 2100 Deurne",HERENTALSEBAAN,178,201,,D,Deurne,2100,1,1,74935,38143,2de verdieping,woning,woning:1,opname,opname:1,2024/02/12 00:00:00+00,2024/02/12 00:00:00+00,2024/02/12 00:00:00+00,51.4375924101618,112.13531431995,,"74935,38143,HERENTALSEBAAN,178,201,,D,Deurne,2100,2de verdieping,woning,2024/02/12 00:00:00+00,opname,51.4375924101618,112.13531431995"
"Herentalsebaan 27-49, 2100 Deurne",HERENTALSEBAAN,27,49,,D,Deurne,2100,1,1,75541,31680,gelijkvloers links,gebouw,gebouw:1,opname,opname:1,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,2020/08/17 00:00:00+00,454.679526169653,4972.01698082058,,"75541,31680,HERENTALSEBAAN,27,49,,D,Deurne,2100,gelijkvloers links,gebouw,2020/08/17 00:00:00+00,opname,454.679526169653,4972.01698082058"
"Herentalsebaan 284, 2100 Deurne",HERENTALSEBAAN,284,,,D,Deurne,2100,1,1,75519,31259,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2023/06/20 00:00:00+00,2023/06/20 00:00:00+00,2023/06/20 00:00:00+00,146.132295187705,480.930799436277,,"75519,31259,HERENTALSEBAAN,284,,,D,Deurne,2100,gelijkvloers,gebouw,2023/06/20 00:00:00+00,opname,146.132295187705,480.930799436277"
"Herentalsebaan 324, 2100 Deurne",HERENTALSEBAAN,324,,,D,Deurne,2100,1,1,75728,30130,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,42.5937515100739,99.6440341152409,,"75728,30130,HERENTALSEBAAN,324,,,D,Deurne,2100,gelijkvloers,gebouw,2020/07/24 00:00:00+00,opname,42.5937515100739,99.6440341152409"
"Herentalsebaan 84-86, 2100 Deurne",HERENTALSEBAAN,84,86,,D,Deurne,2100,1,1,74899,23321,Handelsgelijkvloers,gebouw,gebouw:1,opname,opname:1,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,2015/06/12 00:00:00+00,97.7591655939697,391.234172656924,,"74899,23321,HERENTALSEBAAN,84,86,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2015/06/12 00:00:00+00,opname,97.7591655939697,391.234172656924"
"Hooftvunderlei 1, 2100 Deurne",HOOFTVUNDERLEI,1,,,D,Deurne,2100,3,3,75763 | 75764 | 75765,21218 | 27318 | 27319,Handelsgelijkvloers | 1ste verdiep rechts | 2de verdiep,gebouw | woning,woning:2 | gebouw:1,aanvraagschrapping,aanvraagschrapping:3,2014/01/14 00:00:00+00,2017/05/16 00:00:00+00,2014/01/14 00:00:00+00 | 2017/05/16 00:00:00+00,77.9935236998958,180.240468131532,OBJECTID | pnd_id | reg_entiteit | reg_aard | reg_opnamedatum,"75763,21218,HOOFTVUNDERLEI,1,,,D,Deurne,2100,Handelsgelijkvloers,gebouw,2014/01/14 00:00:00+00,aanvraagschrapping,77.9935236998958,180.240468131532 | 75764,27318,HOOFTVUNDERLEI,1,,,D,Deurne,2100,1ste verdiep rechts,woning,2017/05/16 00:00:00+00,aanvraagschrapping,77.9935236998958,180.240468131532 | 75765,27319,HOOFTVUNDERLEI,1,,,D,Deurne,2100,2de verdiep,woning,2017/05/16 00:00:00+00,aanvraagschrapping,77.9935236998958,180.240468131532"
"Jan Olieslagersstraat 7, 2100 Deurne",JAN OLIESLAGERSSTRAAT,7,,,D,Deurne,2100,1,1,75249,33284,volledig pand,woning,woning:1,opname,opname:1,2021/11/16 00:00:00+00,2021/11/16 00:00:00+00,2021/11/16 00:00:00+00,63.7613343101936,141.913431844616,,"75249,33284,JAN OLIESLAGERSSTRAAT,7,,,D,Deurne,2100,volledig pand,woning,2021/11/16 00:00:00+00,opname,63.7613343101936,141.913431844616"
"Kerkhofweg 116, 2100 Deurne",KERKHOFWEG,116,,,D,Deurne,2100,1,1,75210,32801,volledig pand,gebouw,gebouw:1,opname,opname:1,2021/01/14 00:00:00+00,2021/01/14 00:00:00+00,2021/01/14 00:00:00+00,92.0801301394706,302.616073078293,,"75210,32801,KERKHOFWEG,116,,,D,Deurne,2100,volledig pand,gebouw,2021/01/14 00:00:00+00,opname,92.0801301394706,302.616073078293"
"Koraalplaats 30, 2100 Deurne",KORAALPLAATS,30,,,D,Deurne,2100,1,1,75270,34001,1ste+2de verdieping,woning,woning:1,aanvraagschrapping,aanvraagschrapping:1,2021/08/10 00:00:00+00,2021/08/10 00:00:00+00,2021/08/10 00:00:00+00,93.8459294085273,198.064977487213,,"75270,34001,KORAALPLAATS,30,,,D,Deurne,2100,1ste+2de verdieping,woning,2021/08/10 00:00:00+00,aanvraagschrapping,93.8459294085273,198.064977487213"
"Lakborslei 168, 2100 Deurne",LAKBORSLEI,168,,,D,Deurne,2100,1,1,75047,36608,gelijkvloers,gebouw,gebouw:1,opname,opname:1,2023/06/07 00:00:00+00,2023/06/07 00:00:00+00,2023/06/07 00:00:00+00,34.1809371706169,72.7539525061853,,"75047,36608,LAKBORSLEI,168,,,D,Deurne,2100,gelijkvloers,gebouw,2023/06/07 00:00:00+00,opname,34.1809371706169,72.7539525061853"
